idade,renda_anual,tipo_propriedade,tempo_de_emprego,objetivo,classificacao,valor_emprestimo,taxa_juros,devedor,relacao_emprestimo_renda,foi_inadimplente
22,68000,Hipotecado,6.0,Empreendimento,A,13000,7.88,0,0.19,N
22,60000,Alugado,0.0,Quitação de dívidas,B,6600,10.59,0,0.11,N
24,42000,Próprio,7.0,Médico,A,3000,7.51,0,0.07,N
45,49000,Próprio,5.0,Médico,E,24250,19.03,1,0.49,S
23,62000,Hipotecado,2.0,Empreendimento,C,5000,13.57,0,0.08,S
22,43000,Próprio,7.0,Pessoal,A,6000,7.74,0,0.14,N
28,30000,Alugado,5.0,Pessoal,B,5825,9.99,0,0.19,N
28,64000,Alugado,1.0,Pessoal,C,10000,11.66,0,0.16,N
28,123000,Próprio,0.0,Quitação de dívidas,G,22000,20.86,1,0.18,S
25,36000,Alugado,9.0,Pessoal,E,8400,18.64,0,0.23,S
22,57800,Alugado,6.0,Quitação de dívidas,C,11200,13.16,1,0.19,N
39,24000,Alugado,0.0,Empreendimento,D,3000,14.12,1,0.13,N
25,150000,Alugado,2.0,Reforma Casa,A,8750,7.74,0,0.06,N
33,60626,Alugado,3.0,Empreendimento,B,10000,10.74,0,0.16,N
27,58000,Alugado,1.0,Empreendimento,B,8000,11.36,0,0.14,N
22,23587,Alugado,4.0,Reforma Casa,B,2000,11.89,1,0.08,N
28,35000,Alugado,1.0,Pessoal,B,7000,12.69,0,0.2,N
21,35000,Próprio,2.0,Educação,A,11000,7.88,0,0.31,N
34,948000,Hipotecado,18.0,Pessoal,B,2000,9.99,0,0.0,N
34,78301,Hipotecado,6.0,Quitação de dívidas,A,17000,6.62,0,0.22,N
31,110000,Alugado,15.0,Quitação de dívidas,A,6000,6.99,0,0.05,N
35,38000,Hipotecado,1.0,Médico,B,2400,10.37,0,0.06,N
23,50000,Hipotecado,2.0,Educação,C,8000,13.61,0,0.16,N
23,14000,Alugado,2.0,Educação,D,2300,15.33,1,0.16,N
30,75000,Hipotecado,11.0,Médico,A,15000,7.88,0,0.2,N
27,84906,Hipotecado,11.0,Quitação de dívidas,A,4500,7.51,0,0.05,N
35,25000,Alugado,0.0,Empreendimento,D,3000,15.33,1,0.12,N
36,30000,Alugado,14.0,Médico,B,3000,10.38,0,0.1,N
34,97356,Alugado,12.0,Reforma Casa,C,20000,13.22,0,0.21,S
29,120000,Hipotecado,3.0,Quitação de dívidas,C,6250,12.53,0,0.05,N
28,86000,Hipotecado,12.0,Empreendimento,A,15600,5.99,0,0.18,N
25,42000,Alugado,4.0,Empreendimento,A,1925,6.17,0,0.05,N
26,90000,Hipotecado,10.0,Educação,A,1000,6.17,0,0.01,N
32,19000,Alugado,1.0,Empreendimento,A,8325,6.62,1,0.44,N
44,95000,Hipotecado,4.0,Educação,B,10000,10.95,0,0.11,N
27,69996,Alugado,3.0,Educação,D,10800,14.91,0,0.15,S
29,37920,Alugado,2.0,Pessoal,C,12000,13.48,1,0.32,S
27,66000,Alugado,3.0,Quitação de dívidas,B,20000,10.62,0,0.3,N
23,90000,Hipotecado,4.0,Médico,B,4800,10.36,0,0.05,N
25,60000,Hipotecado,9.0,Reforma Casa,A,6500,5.79,0,0.11,N
22,23000,Alugado,1.0,Quitação de dívidas,B,8875,10.74,1,0.39,N
26,57240,Alugado,3.0,Empreendimento,A,9000,7.51,0,0.16,N
30,36500,Alugado,5.0,Educação,A,14125,8.9,1,0.39,N
24,140000,Hipotecado,3.0,Pessoal,A,4475,7.49,0,0.03,N
25,45500,Alugado,3.0,Médico,C,2000,13.49,0,0.04,S
30,54000,Alugado,9.0,Reforma Casa,C,15000,14.27,1,0.28,S
26,54000,Alugado,10.0,Educação,B,5000,10.0,0,0.09,N
22,51000,Alugado,4.0,Educação,D,9000,15.33,0,0.18,N
27,129900,Hipotecado,11.0,Médico,B,3100,11.11,0,0.02,N
34,29004,Alugado,9.0,Educação,B,10000,11.83,1,0.34,N
34,45000,Alugado,2.0,Pessoal,E,4500,16.95,1,0.1,N
30,40000,Alugado,5.0,Médico,A,3000,7.14,0,0.07,N
44,49200,Hipotecado,2.0,Empreendimento,D,3600,16.29,0,0.07,S
26,130000,Hipotecado,2.0,Médico,A,18000,7.9,0,0.14,N
29,54000,Alugado,2.0,Reforma Casa,B,13575,11.71,1,0.25,N
37,97000,Alugado,8.0,Reforma Casa,F,25000,19.41,0,0.26,N
21,50000,Alugado,4.0,Educação,B,7300,11.71,0,0.15,N
24,102000,Hipotecado,5.0,Educação,C,12000,15.27,0,0.12,S
23,85000,Hipotecado,7.0,Quitação de dívidas,A,7000,8.63,0,0.08,N
26,60000,Alugado,3.0,Médico,A,7000,6.91,0,0.12,N
22,35000,Hipotecado,5.0,Médico,A,5000,7.9,0,0.14,N
28,40000,Hipotecado,12.0,Reforma Casa,A,11200,5.42,0,0.28,N
33,60000,Hipotecado,4.0,Pessoal,B,6300,9.62,0,0.1,N
27,108000,Hipotecado,6.0,Médico,A,10000,6.54,0,0.09,N
35,50000,Alugado,4.0,Educação,B,10000,9.91,0,0.2,N
33,143004,Hipotecado,17.0,Reforma Casa,A,10000,6.99,0,0.07,N
28,58000,Alugado,3.0,Educação,B,12500,11.71,0,0.22,N
22,60350,Hipotecado,6.0,Médico,D,35000,16.89,1,0.49,N
24,39996,Alugado,1.0,Médico,C,7000,13.11,0,0.18,N
25,50000,Hipotecado,8.0,Quitação de dívidas,B,12500,10.65,0,0.25,N
22,83600,Próprio,6.0,Empreendimento,C,7500,13.11,0,0.09,S
23,80500,Alugado,5.0,Quitação de dívidas,B,7200,9.25,0,0.09,N
22,15000,Alugado,0.0,Médico,D,1000,14.3,1,0.07,S
23,30000,Alugado,1.0,Educação,D,1450,15.58,1,0.05,S
25,30000,Alugado,9.0,Quitação de dívidas,A,10625,6.99,1,0.35,N
22,31000,Alugado,4.0,Empreendimento,B,3600,12.69,0,0.12,N
22,47000,Alugado,3.0,Quitação de dívidas,B,6850,10.65,1,0.15,N
24,46256,Alugado,7.0,Educação,B,10000,11.48,0,0.22,N
35,110000,Hipotecado,7.0,Quitação de dívidas,B,9000,11.71,0,0.08,N
23,55000,Alugado,5.0,Empreendimento,B,20000,12.53,1,0.36,N
25,159996,Alugado,4.0,Pessoal,D,5000,14.11,0,0.03,S
27,51996,Alugado,7.0,Reforma Casa,C,7600,14.17,0,0.15,N
22,40000,Alugado,0.0,Quitação de dívidas,A,2100,6.39,0,0.05,N
29,104000,Hipotecado,6.0,Reforma Casa,A,18000,7.66,0,0.17,N
22,43200,Hipotecado,1.0,Pessoal,D,8400,16.77,0,0.19,N
25,100000,Hipotecado,9.0,Pessoal,C,7000,13.98,0,0.07,N
40,40000,Próprio,12.0,Reforma Casa,B,13750,8.88,0,0.34,N
22,130000,Hipotecado,6.0,Médico,B,25000,11.83,0,0.19,N
61,78000,Hipotecado,1.0,Pessoal,D,8525,14.54,1,0.11,S
23,75000,Alugado,7.0,Educação,A,5000,7.49,0,0.07,N
24,115000,Hipotecado,3.0,Empreendimento,A,15000,6.03,0,0.13,N
26,95400,Hipotecado,8.0,Pessoal,C,5000,12.68,0,0.05,N
27,23004,Alugado,1.0,Médico,B,6250,10.38,0,0.27,N
39,60000,Hipotecado,20.0,Médico,A,7000,7.68,0,0.12,N
25,39996,Alugado,2.0,Empreendimento,B,10000,10.99,0,0.25,N
24,80000,Alugado,3.0,Empreendimento,C,20000,13.06,0,0.25,S
30,27996,Alugado,5.0,Pessoal,B,8000,10.99,0,0.29,N
22,32968,Próprio,6.0,Educação,A,16500,8.9,0,0.5,N
31,65000,Hipotecado,4.0,Quitação de dívidas,B,20000,11.71,0,0.31,N
23,41000,Alugado,3.0,Médico,B,6000,10.99,0,0.15,N
23,47000,Alugado,4.0,Educação,B,5000,9.99,0,0.11,N
25,64000,Hipotecado,9.0,Reforma Casa,A,9000,5.99,0,0.14,N
34,60000,Hipotecado,6.0,Pessoal,E,10500,15.68,0,0.17,S
34,19600,Alugado,3.0,Pessoal,B,4500,10.59,1,0.23,N
41,47000,Hipotecado,5.0,Educação,B,7500,11.12,0,0.16,N
34,57016,Alugado,14.0,Reforma Casa,B,6000,11.83,0,0.11,N
23,35941,Hipotecado,7.0,Reforma Casa,C,3500,13.35,1,0.1,N
30,76000,Hipotecado,5.0,Reforma Casa,A,6250,7.88,0,0.08,N
22,60000,Alugado,6.0,Educação,A,9000,7.14,0,0.15,N
24,60000,Alugado,0.0,Pessoal,B,25000,10.99,1,0.42,N
28,140000,Hipotecado,8.0,Médico,A,22000,7.9,0,0.16,N
39,25140,Alugado,8.0,Quitação de dívidas,C,1500,14.22,1,0.06,S
26,122500,Alugado,1.0,Médico,B,10000,10.65,0,0.08,N
25,59000,Hipotecado,4.0,Pessoal,D,3000,16.29,1,0.05,S
29,42000,Alugado,1.0,Médico,B,11300,9.99,0,0.27,N
23,54000,Hipotecado,2.0,Médico,D,7500,15.58,1,0.14,N
26,68000,Hipotecado,10.0,Educação,A,10000,8.49,0,0.15,N
29,66000,Hipotecado,4.0,Empreendimento,A,3000,5.42,0,0.05,N
26,155142,Hipotecado,6.0,Pessoal,D,23000,18.25,0,0.15,N
21,90000,Alugado,3.0,Educação,B,4800,9.62,0,0.05,N
35,234600,Hipotecado,1.0,Reforma Casa,D,7500,15.05,0,0.03,S
33,33000,Hipotecado,6.0,Reforma Casa,A,6000,6.03,0,0.18,N
25,95000,Alugado,4.0,Empreendimento,B,15000,12.42,0,0.16,N
25,67000,Alugado,7.0,Médico,B,7500,12.18,0,0.11,N
28,30000,Alugado,6.0,Empreendimento,C,4200,15.23,0,0.14,S
24,190000,Hipotecado,6.0,Pessoal,A,5000,5.42,0,0.03,N
28,62000,Alugado,3.0,Médico,B,9200,10.0,0,0.15,N
60,60000,Próprio,5.0,Pessoal,C,9000,13.8,0,0.15,N
21,44000,Alugado,6.0,Empreendimento,D,10000,14.74,0,0.23,S
23,92004,Alugado,6.0,Pessoal,C,30000,15.23,1,0.33,S
24,44582,Hipotecado,8.0,Pessoal,A,5600,7.49,0,0.13,N
33,49000,Alugado,2.0,Empreendimento,B,6000,10.99,0,0.12,N
23,69996,Alugado,7.0,Empreendimento,C,5600,13.11,0,0.08,S
22,70000,Hipotecado,6.0,Médico,B,11000,11.36,0,0.16,N
25,100000,Hipotecado,9.0,Reforma Casa,B,25000,11.48,0,0.25,N
28,45000,Alugado,12.0,Educação,A,12000,5.42,0,0.27,N
31,106000,Hipotecado,15.0,Reforma Casa,B,2400,9.63,0,0.02,N
22,85000,Alugado,0.0,Quitação de dívidas,A,10000,7.66,0,0.12,N
30,25000,Hipotecado,10.0,Pessoal,A,6400,7.51,0,0.26,N
30,43000,Alugado,1.0,Médico,A,3200,8.0,0,0.07,N
34,130000,Hipotecado,5.0,Pessoal,E,5000,17.56,0,0.04,S
21,45176,Alugado,1.0,Médico,B,12000,11.49,0,0.27,N
23,85000,Próprio,7.0,Pessoal,D,14000,16.29,0,0.16,S
29,58500,Alugado,1.0,Médico,D,22000,13.67,1,0.38,N
22,64000,Alugado,7.0,Empreendimento,D,13000,14.11,0,0.2,N
44,57600,Alugado,12.0,Pessoal,A,7000,7.4,0,0.12,N
24,50000,Alugado,6.0,Reforma Casa,C,16000,13.99,1,0.32,S
26,40044,Alugado,1.0,Empreendimento,B,1400,11.86,0,0.03,N
24,100000,Alugado,5.0,Reforma Casa,B,16000,11.12,0,0.16,N
43,71015,Alugado,8.0,Empreendimento,B,5000,11.14,0,0.07,N
37,50400,Alugado,9.0,Empreendimento,A,1800,8.9,0,0.04,N
42,65000,Próprio,6.0,Educação,A,22750,8.9,0,0.35,N
23,55000,Hipotecado,5.0,Educação,A,15000,6.17,0,0.27,N
23,82650,Alugado,7.0,Pessoal,B,10000,12.21,0,0.12,N
26,52500,Alugado,0.0,Quitação de dívidas,B,5700,11.12,0,0.11,N
25,57600,Hipotecado,4.0,Pessoal,A,7000,7.88,0,0.12,N
40,66000,Alugado,0.0,Quitação de dívidas,C,15575,14.27,0,0.24,S
32,75000,Alugado,3.0,Empreendimento,D,12800,14.74,0,0.17,S
25,60000,Hipotecado,9.0,Empreendimento,A,15000,8.49,0,0.25,N
51,45000,Alugado,1.0,Quitação de dívidas,A,16000,7.9,1,0.36,N
37,30000,Alugado,0.0,Educação,B,10800,12.21,1,0.36,N
37,117000,Hipotecado,3.0,Pessoal,A,10000,8.94,0,0.09,N
22,105600,Hipotecado,4.0,Pessoal,B,8000,11.49,0,0.08,N
28,50000,Alugado,0.0,Educação,A,7000,8.32,0,0.14,N
23,52800,Alugado,4.0,Empreendimento,C,14000,14.27,0,0.27,N
36,44000,Alugado,2.0,Médico,C,5000,13.22,1,0.11,S
22,35350,Alugado,3.0,Quitação de dívidas,B,7000,9.99,0,0.2,N
23,66000,Hipotecado,7.0,Quitação de dívidas,D,4000,15.62,1,0.06,S
22,50000,Alugado,2.0,Educação,A,8000,6.62,0,0.16,N
42,85000,Hipotecado,10.0,Reforma Casa,D,8500,15.58,0,0.1,S
29,26000,Próprio,5.0,Empreendimento,B,4500,11.71,0,0.17,N
35,45996,Hipotecado,0.0,Empreendimento,D,15000,14.42,0,0.33,S
27,65000,Hipotecado,11.0,Empreendimento,A,8000,7.49,0,0.12,N
27,50000,Hipotecado,11.0,Pessoal,C,7500,11.59,0,0.15,S
23,43200,Próprio,6.0,Educação,C,2000,14.35,0,0.05,N
24,36000,Alugado,5.0,Empreendimento,D,6000,14.96,0,0.17,N
43,46000,Alugado,3.0,Educação,B,5000,10.38,1,0.11,N
26,36000,Alugado,3.0,Educação,A,3000,7.88,0,0.08,N
25,35000,Alugado,5.0,Empreendimento,B,2000,9.91,0,0.06,N
25,133900,Hipotecado,9.0,Empreendimento,D,7500,13.49,1,0.06,S
25,37980,Hipotecado,7.0,Pessoal,A,3500,6.03,0,0.09,N
27,43000,Próprio,11.0,Educação,A,15000,7.51,0,0.35,N
22,65496,Alugado,6.0,Empreendimento,B,10000,11.11,0,0.15,N
29,59004,Alugado,0.0,Quitação de dívidas,B,4800,11.49,1,0.08,N
28,33000,Alugado,12.0,Pessoal,C,8000,14.65,1,0.24,N
25,90000,Hipotecado,9.0,Empreendimento,B,5600,9.99,0,0.06,N
31,54000,Alugado,1.0,Médico,C,4800,12.99,0,0.09,S
22,44700,Alugado,0.0,Educação,C,4000,13.99,0,0.09,N
22,71000,Hipotecado,6.0,Pessoal,A,3200,7.4,0,0.05,N
28,29112,Próprio,1.0,Empreendimento,A,7000,6.99,0,0.24,N
26,70000,Alugado,10.0,Reforma Casa,A,8000,7.9,0,0.11,N
23,28800,Próprio,2.0,Pessoal,B,3000,11.11,0,0.1,N
34,69000,Alugado,0.0,Empreendimento,D,5800,14.59,1,0.08,S
22,24000,Próprio,3.0,Educação,B,6000,11.49,0,0.25,N
24,48800,Hipotecado,7.0,Quitação de dívidas,A,9000,7.49,0,0.18,N
21,53851,Hipotecado,2.0,Quitação de dívidas,B,12000,10.0,0,0.22,N
26,33000,Hipotecado,10.0,Pessoal,A,7000,7.43,0,0.21,N
45,48000,Hipotecado,8.0,Reforma Casa,A,8000,9.63,0,0.17,N
34,38769,Hipotecado,3.0,Quitação de dívidas,A,2400,8.9,0,0.06,N
21,18000,Alugado,3.0,Quitação de dívidas,C,1500,12.87,0,0.08,S
32,703800,Alugado,14.0,Médico,D,12000,15.33,1,0.01,S
22,65000,Alugado,4.0,Educação,C,7000,14.27,0,0.11,S
27,86004,Hipotecado,8.0,Reforma Casa,D,16000,14.42,0,0.19,N
26,48000,Hipotecado,10.0,Empreendimento,C,13800,13.49,0,0.29,S
28,126000,Hipotecado,2.0,Reforma Casa,B,12000,11.71,0,0.1,N
26,147000,Hipotecado,3.0,Reforma Casa,A,4100,6.92,0,0.03,N
31,128000,Hipotecado,15.0,Quitação de dívidas,D,35000,15.99,1,0.27,N
24,30000,Alugado,4.0,Médico,D,1400,15.62,1,0.05,S
32,84000,Hipotecado,15.0,Médico,A,15000,6.91,0,0.18,N
26,14000,Alugado,8.0,Reforma Casa,B,3450,12.69,1,0.25,N
34,64000,Hipotecado,2.0,Educação,A,9000,6.92,0,0.14,N
34,32000,Alugado,9.0,Médico,D,3000,14.59,0,0.09,S
30,69000,Hipotecado,13.0,Empreendimento,B,10000,9.99,0,0.14,N
47,305000,Hipotecado,6.0,Reforma Casa,C,10000,13.43,0,0.03,S
25,33000,Alugado,0.0,Médico,A,1000,7.29,0,0.03,N
24,37000,Alugado,5.0,Empreendimento,A,9000,7.14,0,0.24,N
26,39000,Alugado,1.0,Empreendimento,D,15000,16.07,1,0.38,S
30,110000,Hipotecado,0.0,Pessoal,B,12000,10.74,0,0.11,N
24,26000,Alugado,5.0,Empreendimento,C,12000,14.26,1,0.46,N
29,39000,Alugado,2.0,Pessoal,E,3000,16.7,1,0.08,S
26,30000,Alugado,1.0,Quitação de dívidas,A,10000,6.99,1,0.33,N
24,37157,Alugado,4.0,Médico,B,9500,10.99,0,0.26,N
26,40000,Alugado,0.0,Médico,A,4500,7.74,0,0.11,N
23,92500,Alugado,6.0,Empreendimento,B,2500,10.74,0,0.03,N
29,67000,Próprio,14.0,Médico,A,3600,7.51,0,0.05,N
31,62000,Hipotecado,4.0,Médico,A,6550,5.79,0,0.11,N
27,22800,Hipotecado,11.0,Médico,B,2500,10.99,0,0.11,N
32,70000,Alugado,1.0,Quitação de dívidas,B,9450,10.83,0,0.14,N
26,92652,Alugado,4.0,Empreendimento,C,10000,13.23,0,0.11,S
24,64000,Alugado,8.0,Reforma Casa,C,1300,13.49,1,0.02,N
23,24000,Alugado,1.0,Empreendimento,B,5000,11.48,0,0.21,N
22,27000,Alugado,0.0,Quitação de dívidas,D,9500,15.33,1,0.35,S
31,86004,Próprio,8.0,Empreendimento,B,2000,10.74,0,0.02,N
29,105000,Hipotecado,3.0,Empreendimento,A,20000,6.91,0,0.19,N
29,100000,Próprio,0.0,Empreendimento,B,15800,11.14,0,0.16,N
23,68400,Alugado,7.0,Educação,C,7200,14.72,0,0.11,N
29,100000,Hipotecado,1.0,Quitação de dívidas,A,12000,6.91,0,0.12,N
23,55000,Hipotecado,2.0,Educação,A,7000,8.59,0,0.13,N
27,28500,Hipotecado,6.0,Empreendimento,A,2600,7.74,0,0.09,N
30,60000,Alugado,1.0,Reforma Casa,C,12000,13.84,0,0.2,S
33,30000,Próprio,8.0,Médico,A,5000,7.51,0,0.17,N
27,61000,Hipotecado,11.0,Médico,B,1200,10.37,0,0.02,N
23,140000,Alugado,7.0,Empreendimento,A,9000,7.14,0,0.06,N
22,41196,Alugado,6.0,Pessoal,C,6800,11.59,0,0.17,S
30,51996,Hipotecado,5.0,Empreendimento,A,3200,6.99,0,0.06,N
27,60000,Alugado,2.0,Reforma Casa,B,2000,9.91,0,0.03,N
35,100596,Hipotecado,2.0,Pessoal,B,25000,10.59,0,0.25,N
36,51000,Hipotecado,2.0,Médico,E,10000,15.68,1,0.2,N
25,20000,Alugado,0.0,Médico,C,3500,10.28,0,0.17,S
25,57996,Alugado,4.0,Quitação de dívidas,B,9000,11.83,0,0.16,N
25,50000,Alugado,3.0,Pessoal,D,4000,14.61,0,0.08,S
23,75000,Hipotecado,7.0,Empreendimento,B,15000,10.38,0,0.2,N
28,39000,Alugado,0.0,Médico,A,9600,7.49,0,0.25,N
26,93000,Alugado,7.0,Reforma Casa,B,9800,10.25,0,0.11,N
28,80000,Alugado,2.0,Quitação de dívidas,B,15000,11.48,0,0.19,N
21,45000,Alugado,5.0,Empreendimento,C,4000,12.87,0,0.09,S
21,29004,Alugado,5.0,Pessoal,C,11000,14.22,1,0.38,S
28,45136,Hipotecado,13.0,Educação,B,10175,12.69,0,0.23,N
23,75000,Hipotecado,5.0,Pessoal,B,5000,11.12,0,0.07,N
22,56000,Hipotecado,3.0,Educação,D,10075,16.29,0,0.18,S
24,19800,Alugado,1.0,Quitação de dívidas,A,5600,5.79,1,0.28,N
34,60000,Alugado,2.0,Médico,A,15000,7.88,0,0.25,N
28,30000,Alugado,3.0,Pessoal,A,10000,8.9,1,0.33,N
25,115200,Hipotecado,1.0,Empreendimento,A,14000,6.62,0,0.12,N
26,25000,Alugado,4.0,Médico,D,6500,14.09,1,0.26,S
30,11440,Próprio,3.0,Médico,C,1750,12.73,0,0.15,S
25,21600,Alugado,3.0,Pessoal,B,3600,10.99,0,0.17,N
27,27900,Alugado,3.0,Médico,A,10625,7.9,1,0.38,N
27,77065,Hipotecado,11.0,Pessoal,A,23700,6.17,0,0.31,N
28,55000,Alugado,2.0,Quitação de dívidas,C,3200,12.98,0,0.06,N
26,75000,Hipotecado,1.0,Reforma Casa,A,3000,9.63,0,0.04,N
35,38760,Alugado,2.0,Médico,F,8000,18.09,1,0.21,S
24,70000,Hipotecado,9.0,Quitação de dívidas,B,12000,11.36,0,0.17,N
32,106000,Alugado,14.0,Quitação de dívidas,E,25000,16.63,1,0.24,S
22,60000,Hipotecado,6.0,Quitação de dívidas,B,3950,10.65,0,0.07,N
24,57996,Alugado,1.0,Reforma Casa,A,5000,8.0,0,0.09,N
25,98000,Hipotecado,2.0,Pessoal,A,6400,9.63,0,0.07,N
30,65000,Hipotecado,3.0,Pessoal,A,12000,7.66,0,0.18,N
54,77000,Alugado,24.0,Empreendimento,C,24000,13.49,1,0.31,N
25,35500,Alugado,5.0,Médico,B,4000,10.99,0,0.11,N
33,57600,Hipotecado,3.0,Reforma Casa,A,17000,7.66,0,0.3,N
27,80004,Alugado,1.0,Empreendimento,C,5000,13.47,0,0.06,S
31,66500,Hipotecado,0.0,Empreendimento,A,4200,7.66,0,0.06,N
38,78000,Hipotecado,8.0,Empreendimento,A,6250,6.76,0,0.08,N
21,16200,Alugado,3.0,Educação,A,1200,7.49,0,0.07,N
21,36000,Hipotecado,2.0,Médico,C,5000,14.27,1,0.14,S
34,68340,Hipotecado,9.0,Reforma Casa,B,25000,10.99,0,0.37,N
28,81996,Alugado,5.0,Pessoal,C,5000,14.26,0,0.06,N
22,41000,Alugado,0.0,Educação,A,8400,8.94,0,0.2,N
31,56400,Alugado,1.0,Empreendimento,B,7500,11.48,0,0.13,N
25,40000,Hipotecado,9.0,Médico,C,3500,13.49,0,0.09,S
22,34000,Hipotecado,6.0,Médico,B,4500,11.71,1,0.13,N
28,52000,Alugado,4.0,Médico,C,5000,12.23,0,0.1,S
23,67000,Alugado,7.0,Médico,B,3000,10.99,0,0.04,N
32,130000,Hipotecado,0.0,Pessoal,A,12000,8.59,0,0.09,N
23,55000,Alugado,1.0,Empreendimento,B,6800,11.49,0,0.12,N
36,54500,Hipotecado,6.0,Empreendimento,A,20500,6.91,0,0.38,N
24,65000,Alugado,0.0,Quitação de dívidas,A,4000,7.51,0,0.06,N
24,53000,Hipotecado,0.0,Reforma Casa,D,7200,14.42,0,0.14,N
23,30000,Hipotecado,0.0,Quitação de dívidas,A,6500,7.74,0,0.22,N
27,54000,Alugado,2.0,Pessoal,D,20000,16.0,1,0.37,N
25,39000,Hipotecado,9.0,Reforma Casa,C,3000,13.99,0,0.08,S
28,131040,Hipotecado,0.0,Médico,C,10000,13.35,0,0.08,S
27,90000,Hipotecado,5.0,Empreendimento,D,20500,14.96,0,0.23,S
39,30500,Alugado,3.0,Pessoal,A,3600,7.68,0,0.12,N
27,24000,Alugado,0.0,Médico,A,10000,7.68,1,0.42,N
33,186996,Hipotecado,0.0,Educação,D,25000,14.46,0,0.13,S
22,57600,Hipotecado,6.0,Empreendimento,B,6000,10.74,0,0.1,N
28,75000,Alugado,4.0,Educação,A,6000,6.92,0,0.08,N
26,73000,Alugado,3.0,Pessoal,A,10000,7.29,0,0.14,N
25,33772,Alugado,3.0,Reforma Casa,D,3600,16.02,1,0.11,S
32,132000,Hipotecado,16.0,Reforma Casa,B,25000,10.99,0,0.19,N
22,45000,Hipotecado,1.0,Educação,B,14550,11.83,0,0.32,N
23,28800,Alugado,5.0,Educação,B,2800,10.38,0,0.1,N
33,65000,Hipotecado,3.0,Quitação de dívidas,A,2000,7.88,0,0.03,N
30,110000,Hipotecado,15.0,Pessoal,C,12000,13.61,0,0.11,N
25,40000,Hipotecado,5.0,Reforma Casa,B,15000,11.36,1,0.38,N
33,60000,Hipotecado,3.0,Quitação de dívidas,A,3500,7.9,0,0.06,N
23,42000,Próprio,0.0,Pessoal,A,6000,5.42,0,0.14,N
29,84000,Alugado,9.0,Quitação de dívidas,C,13000,12.53,0,0.15,S
25,225000,Alugado,5.0,Empreendimento,B,25000,11.86,0,0.11,N
28,86004,Hipotecado,12.0,Empreendimento,B,3000,9.99,0,0.03,N
25,33000,Alugado,5.0,Empreendimento,B,1500,11.48,0,0.05,N
27,51600,Hipotecado,5.0,Quitação de dívidas,A,10800,6.91,0,0.21,N
26,20000,Hipotecado,5.0,Médico,A,4800,5.99,0,0.24,N
26,24000,Hipotecado,10.0,Médico,A,5000,7.66,1,0.21,N
31,30000,Alugado,4.0,Reforma Casa,B,5000,9.91,1,0.17,N
44,65004,Hipotecado,3.0,Educação,B,25000,11.86,0,0.38,N
33,120000,Hipotecado,6.0,Médico,A,4500,5.99,0,0.04,N
28,103000,Hipotecado,12.0,Reforma Casa,C,20000,14.17,1,0.19,S
21,15600,Alugado,2.0,Pessoal,D,3500,16.07,1,0.22,N
25,54000,Próprio,5.0,Reforma Casa,B,8000,11.83,0,0.15,N
23,57960,Alugado,0.0,Pessoal,C,7000,13.04,0,0.12,S
36,72800,Alugado,3.0,Reforma Casa,D,24000,14.09,1,0.33,N
38,21000,Hipotecado,5.0,Reforma Casa,C,3000,13.43,0,0.14,S
46,70000,Alugado,0.0,Médico,A,10000,8.59,0,0.14,N
31,62050,Alugado,0.0,Médico,D,3600,15.95,1,0.05,N
45,47000,Alugado,4.0,Médico,B,2800,9.62,0,0.06,N
23,55488,Alugado,4.0,Médico,D,5000,15.21,1,0.08,N
30,150000,Alugado,3.0,Pessoal,E,25000,17.56,0,0.17,N
31,140000,Hipotecado,2.0,Reforma Casa,B,11000,10.0,0,0.08,N
50,36996,Alugado,6.0,Quitação de dívidas,C,3800,12.53,0,0.1,N
29,46000,Hipotecado,3.0,Pessoal,B,6000,11.49,0,0.13,N
25,54000,Hipotecado,7.0,Quitação de dívidas,D,8400,14.59,1,0.16,N
28,61000,Hipotecado,12.0,Pessoal,A,12000,6.03,0,0.2,N
22,63000,Hipotecado,3.0,Pessoal,A,10000,8.94,0,0.16,N
26,80000,Hipotecado,5.0,Empreendimento,A,3000,8.0,0,0.04,N
27,81500,Alugado,2.0,Reforma Casa,E,20000,17.51,1,0.25,S
23,48000,Hipotecado,8.0,Médico,D,1400,14.83,1,0.03,S
36,132000,Alugado,3.0,Reforma Casa,A,10200,7.51,0,0.08,N
22,50000,Alugado,2.0,Pessoal,C,8000,13.16,0,0.16,S
22,54000,Alugado,4.0,Empreendimento,B,5600,9.63,0,0.1,N
27,64000,Alugado,3.0,Pessoal,A,3600,7.49,1,0.06,N
23,36000,Hipotecado,6.0,Pessoal,C,14000,12.99,0,0.39,S
23,56000,Alugado,2.0,Pessoal,B,12000,10.75,0,0.21,N
26,115600,Hipotecado,4.0,Quitação de dívidas,A,9925,7.29,0,0.09,N
32,65000,Próprio,12.0,Empreendimento,B,10000,11.99,0,0.15,N
23,48000,Alugado,3.0,Médico,A,4800,5.42,0,0.1,N
25,48000,Alugado,9.0,Pessoal,D,15000,17.49,1,0.31,S
35,17000,Alugado,0.0,Médico,A,4750,9.32,1,0.28,N
27,60000,Alugado,2.0,Empreendimento,B,9200,12.42,0,0.15,N
22,21000,Alugado,0.0,Educação,C,2000,14.22,0,0.1,S
23,70000,Hipotecado,4.0,Pessoal,C,6000,13.16,0,0.09,S
24,36000,Alugado,2.0,Reforma Casa,D,2500,16.77,1,0.07,N
