id,sexo,logica,quantitativa,dominios,prog_computador,cuidadoso,afiabilidade,sociavel,neuroticismo,experiencias,salario,formado
638264,m,435,195,0.190153405601018,315,-2.0262,-3.7836,-2.7565,0.1459,-6.8009,15000.0,8
652580,m,605,720,0.960603251997053,565,0.5591,-0.7866,-0.4511,0.1459,0.2889,27083.333333333332,7
249696,m,405,395,0.600057182338341,435,0.2009,-1.2153,-0.7794,-0.5253,-0.2875,15000.0,9
595058,f,525,425,0.9014895713710328,545,-0.3027,-1.2861,0.01,2.1743,-1.4356,41666.666666666664,8
1243766,f,435,500,0.486747008438193,435,0.99,0.5454,-0.7585,0.3995,0.4805,26666.666666666668,6
625194,f,620,590,0.942116551485008,575,0.8463,1.2114,0.9322,-0.1076,1.0554,27083.333333333332,7
982461,m,485,525,0.9168699611036192,555,-0.0154,-0.2871,0.9322,-2.2627,-0.2859,22916.666666666668,6
365948,m,485,285,0.6944793277084631,325,-2.5811,-3.0094,-2.0131,0.1798,-3.763,37083.333333333336,8
609147,m,510,705,0.124502074009537,365,-0.8772,0.8784,-0.2974,0.653,-0.0943,34583.333333333336,7
325937,f,465,395,0.735795709224656,475,0.9737,1.5928,0.8171,-0.96597,0.3444,35000.0,8
1010140,m,590,665,0.8498027135108709,505,0.8463,1.3779,0.4711,-0.8682,0.8637,27500.0,3
1268067,m,545,690,0.144789889482462,455,-0.0154,-1.9521,-1.527,0.1459,-2.9686,27083.333333333332,5
1212036,m,425,430,0.622642915849938,495,0.5591,0.2124,-0.1437,-1.8824,0.8637,15416.666666666666,6
661080,m,495,530,0.6359787564567939,445,0.5591,1.3779,2.008,-1.5021,0.8637,24166.666666666668,7
1248068,f,385,460,0.735795709224656,475,0.7027,0.7119,-0.1437,-0.4879,0.6721,15833.333333333334,6
1100767,f,445,345,0.356536487724475,415,1.1336,0.3789,-0.4511,0.0192,0.6721,25000.0,6
577659,m,605,765,0.985461394326131,495,0.7027,-0.1206,0.6248,0.3995,-0.4776,25000.0,7
801323,m,525,485,0.8422483222578359,505,-0.0154,0.8784,0.9322,0.3995,1.247,29166.666666666668,6
1051982,m,445,415,0.7447583540089391,415,0.99,0.3789,0.4711,-1.5021,0.8637,17500.0,6
690405,m,485,430,0.413838255788123,385,0.7027,0.0459,0.1637,-0.995,1.4386,15416.666666666666,7
53931,f,415,495,0.525922584252055,415,0.0464,1.2808,-0.0537,-0.4078,0.9763,16666.666666666668,10
810342,m,610,500,0.144789889482462,515,-0.5899,0.7119,0.4711,-0.3612,0.2889,26250.0,6
275185,m,525,405,0.525922584252055,415,1.4208,0.8784,0.4711,-0.4879,-0.8608,35416.666666666664,9
841251,m,670,795,0.486747008438193,435,0.99,1.0449,1.2396,-1.3753,1.6302,18333.333333333332,8
800561,m,645,515,0.7656735812340111,485,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,25000.0,7
359247,m,645,605,0.6944793277084631,495,0.6646,1.4368,1.0348,-1.2303,0.5024,21666.666666666668,8
513149,m,555,470,0.6359787564567939,445,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,12500.0,8
1089390,m,520,740,0.7447583540089391,555,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,25000.0,6
212167,m,435,515,0.0233121682429863,235,-0.7264,1.1248,1.1074,1.2374,0.9763,12500.0,9
252464,f,305,185,0.24545565999982896,335,0.8192,-0.4353,-0.9245,1.1199,-0.2875,16666.666666666668,9
238556,m,315,445,0.793580614548506,495,0.51,0.6568,1.1074,0.4148,0.8183,41666.666666666664,9
639156,m,510,635,0.600057182338341,435,0.4155,0.2124,-1.9881,1.0333,0.8637,41666.666666666664,7
336561,m,535,615,0.8841225115937349,535,0.6646,0.8128,0.0914,-1.34787,-0.7615,31250.0,8
796833,m,555,720,0.911395278391328,635,-0.5899,0.5454,0.7785,-0.2344,-0.4776,37500.0,6
1059642,f,555,500,0.8422483222578359,515,1.1336,1.5444,1.3933,-2.3895,-0.2859,12500.0,7
746122,m,570,635,0.8422483222578359,465,0.2718,-0.1206,1.0859,-0.2344,0.8637,33333.333333333336,7
212076,m,415,425,0.229481754911755,295,-0.2628,0.0328,0.8171,0.5323,-0.2875,13333.333333333334,9
651128,f,495,445,0.9303706072026908,565,-0.5899,0.6211,-1.6807,1.5404,-2.5853,25000.0,7
974769,f,580,575,0.486747008438193,565,1.2772,1.5444,1.2396,-1.5021,-0.6692,25000.0,6
1245234,m,470,355,0.8431237266657421,515,0.7027,0.8784,0.3174,-1.1218,0.4805,16666.666666666668,5
460251,m,475,475,0.9303706072026908,565,0.51,0.8128,-0.344,-1.1128,1.0158,25833.333333333332,8
345800,m,505,615,0.6944793277084631,385,0.3941,-0.5913,-0.4891,0.70853,-0.9194,33333.333333333336,8
765370,m,555,620,0.903940782098604,385,-1.4517,-1.4526,0.01,1.2869,-1.8189,28750.0,7
1212119,m,565,500,0.875503907349337,425,0.8463,0.3789,1.7007,-0.4879,-1.0524,13333.333333333334,6
258677,m,455,375,0.563267823666597,425,-0.880999999999999,0.0328,-1.5051,-0.2902,-0.9194,25000.0,10
417713,m,595,625,0.538386892985096,465,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,20000.0,9
1081371,m,340,380,0.299597296248525,405,-0.159,0.3789,0.9322,-0.995,0.0973,25416.666666666668,6
947847,m,435,380,0.356536487724475,405,1.7081,-0.1054,-1.0379,-2.0092,-1.0872,25000.0,6
954272,f,605,555,0.6493897148466911,385,0.5591,1.0449,1.0859,-1.6289,0.6721,29166.666666666668,8
250762,f,515,405,0.24545565999982896,335,-1.1901,-0.2793,0.8171,-0.7603,0.5024,28333.333333333332,9
536500,m,655,545,0.8431237266657421,515,-0.5332,0.3448,-0.4891,0.0917,-0.2875,39583.333333333336,8
1243402,m,555,465,0.622642915849938,415,1.2772,0.0459,1.2396,-1.5021,1.247,20416.666666666668,7
230512,m,505,605,0.9303706072026908,565,0.2009,-0.4353,-0.1988,0.2973,0.8183,42083.333333333336,9
509555,m,520,400,0.488347976782714,405,0.0464,-0.6693,-1.7954,-0.5253,-1.8673,12083.333333333334,7
729448,f,500,750,0.98374996654107,635,0.8463,0.2124,-0.1437,-0.6147,0.8637,29166.666666666668,7
42232,m,375,605,0.6944793277084631,375,-1.3447,-0.1232,-0.344,0.0623,-0.4455,35000.0,10
1104236,f,455,355,0.486747008438193,335,-3.8933,-5.6151,-3.9861,-0.8682,-6.6092,12083.333333333334,7
754959,m,545,825,0.9014895713710328,545,-1.5953,0.0459,-0.2974,-0.6147,-0.4776,28333.333333333332,7
1218330,m,540,450,0.7447583540089391,475,0.99,-0.1206,0.7785,-1.8824,-0.6692,16666.666666666668,6
791374,m,560,485,0.8431237266657421,515,-0.5899,1.0449,0.7785,0.653,0.0973,23333.333333333332,8
1204743,m,400,355,0.356536487724475,295,0.7027,0.0459,0.7785,1.6672,-0.0943,25000.0,5
1279815,m,510,575,0.990008756723898,655,-1.0208,-1.1196,-1.527,-0.1076,-2.0105,26666.666666666668,6
103165,m,465,565,0.308400582860308,355,1.1283,-0.7473,0.0914,-1.2303,0.5024,25000.0,10
385232,f,385,394,0.144789889482462,395,-1.0355,0.8128,-0.4891,0.6498,0.3049,15000.0,8
53264,f,485,375,0.735795709224656,475,-1.6538,0.3448,-0.0537,-1.3478,0.5024,25000.0,10
938182,m,425,320,0.356536487724475,515,-0.3027,0.2124,-1.527,-0.3612,0.2889,15000.0,6
1006872,f,395,260,0.622642915849938,405,0.4155,-0.2871,0.4711,0.5262,-0.0943,17500.0,7
795959,m,645,720,0.557389505646088,555,-1.5953,0.5454,-0.4511,0.3995,-0.0943,27083.333333333332,6
294767,f,665,605,0.793580614548506,495,-0.2628,-0.1232,-1.3599,0.4148,-0.1295,41250.0,9
1232793,m,445,485,0.953899775079926,495,-0.3027,-0.4536,-1.3733,-0.3612,-0.2859,25000.0,8
1266407,m,485,430,0.7447583540089391,495,0.99,1.2114,1.0859,-1.6289,0.0973,17083.333333333332,6
1037131,m,495,450,0.911395278391328,445,0.1282,1.2114,0.7785,-2.2627,0.6721,15000.0,7
765181,m,605,545,0.488347976782714,405,0.1282,-0.6201,-1.0659,-0.7415,-1.6273,30000.0,7
1068919,m,360,525,0.112139438207403,375,-1.1644,-0.6201,0.01,-0.2344,-0.2859,20833.333333333332,8
1061157,f,505,485,0.0800552813405495,405,-0.3027,0.5454,1.2396,-0.1076,1.247,25416.666666666668,6
786463,f,495,590,0.6707431514331271,455,-0.4463,0.0459,-0.4511,0.0192,-0.4776,34166.666666666664,7
794088,m,485,515,0.377551419424541,375,-0.4463,-0.6201,-0.4511,-0.2344,0.4805,18333.333333333332,6
1042309,m,480,390,0.23780283983757,515,1.4208,1.7109,0.7785,-0.995,-1.4356,27916.666666666668,7
666151,f,500,385,0.413838255788123,385,-1.4517,0.3789,1.0859,-0.8682,1.247,27083.333333333332,6
576183,m,585,750,0.952245572924303,585,-0.5899,0.0459,-0.9122,-1.1218,-0.4776,32916.666666666664,7
445839,f,565,575,0.377551419424541,375,-0.1855,0.1888,-0.344,0.1798,-0.7615,25000.0,7
668771,m,460,455,0.3045109137201961,445,-0.3027,0.8784,-0.2974,0.3995,0.2889,25000.0,7
796958,m,555,560,0.486747008438193,655,-1.4517,0.5454,1.2396,-0.6147,0.6721,45833.333333333336,6
203510,m,385,365,0.37605958665154493,335,-0.7264,0.3448,1.1074,-1.1128,0.1864,27083.333333333332,9
308813,m,385,505,0.793580614548506,495,-2.4266,0.5008,-0.1408,-0.7496,0.3444,25833.333333333332,8
602139,m,410,810,0.942116551485008,575,-1.4517,-1.1196,0.6248,0.0192,-2.9686,29583.333333333332,7
1219113,m,400,570,0.23780283983757,465,0.8463,1.7109,2.1617,2.4278,1.4386,28333.333333333332,6
723781,m,390,435,0.380091833171688,465,-0.3027,-0.1206,0.01,0.0192,-2.0105,33333.333333333336,7
970295,m,570,665,0.684565067658204,475,-1.1644,0.7119,-0.2974,1.2869,0.8637,28750.0,6
676286,m,415,705,0.9168699611036192,555,-0.159,0.7119,1.547,-1.5021,-0.8608,33333.333333333336,7
11244,m,435,535,0.488347976782714,405,0.6646,1.1248,0.3817,-0.8778,0.3444,47083.333333333336,10
1036813,m,545,690,0.978799292641428,505,-0.7335,0.2124,-0.7585,0.2727,-1.0524,25416.666666666668,8
579375,m,585,705,0.450876584483451,395,-1.5953,0.0459,0.3174,1.4136,-0.8608,41666.666666666664,7
1202848,m,425,295,0.622642915849938,375,0.8463,1.3779,0.1637,-2.3895,0.2889,25000.0,7
654318,m,440,560,0.824666400671332,455,0.2718,0.2124,-0.7585,-0.7415,-2.0105,22916.666666666668,7
818651,m,555,650,0.8498027135108709,405,-0.159,1.2114,0.4711,-1.2486,0.8637,22916.666666666668,8
1123174,m,370,430,0.356536487724475,305,0.1282,-0.1206,0.6248,0.2727,-0.6692,24166.666666666668,3
1163951,m,545,520,0.7447583540089391,595,0.4155,-0.7866,-0.6048,-1.8824,-2.3937,25000.0,7
994256,m,470,585,0.783303536670298,505,0.5591,0.0459,0.6248,0.5262,1.6302,28333.333333333332,7
353733,f,585,445,0.7656735812340111,485,0.2009,1.5928,0.5269,-0.9953,0.8973,12083.333333333334,8
1089599,m,545,415,0.911395278391328,405,1.1336,1.3779,2.1617,-0.995,1.0554,20833.333333333332,7
606364,m,580,530,0.6707431514331271,455,0.1282,1.0449,0.4711,-0.6147,-0.0943,15000.0,8
352449,m,435,575,0.538386892985096,505,0.3555,0.6568,0.2366,1.1199,-0.0506,29166.666666666668,8
440338,m,595,585,0.99405087195167,675,-0.5332,-0.2793,-0.7794,1.4136,-0.6035,45833.333333333336,8
328107,m,445,544,0.308400582860308,355,0.2009,-0.3183,0.0552,-0.40776999999999897,0.1864,24583.333333333332,8
1076173,m,485,355,0.622642915849938,535,-1.308,-0.4536,-1.0659,-0.2344,-0.8608,26666.666666666668,7
217052,f,495,555,0.8646854133700849,525,-1.1901,-0.1232,-1.5051,0.7673,0.1864,39166.666666666664,9
360581,f,395,415,0.6707431514331271,455,-0.5719,0.0328,-0.8157,0.2973,-0.2875,12916.666666666666,8
862240,m,620,430,0.486747008438193,405,-1.8825,0.5454,0.4711,2.6814,-1.0524,15000.0,7
520096,m,620,750,0.8841225115937349,535,-0.0696,1.2808,-0.1988,-0.2609,0.3444,15000.0,8
1152411,m,650,655,0.978799292641428,605,-1.7389,0.0459,0.7785,-1.7556,1.0554,26250.0,6
1038848,m,425,510,0.7447583540089391,435,0.2718,-0.1206,-1.3733,-0.7415,-0.0943,25000.0,7
519248,m,575,404,0.486747008438193,495,0.99,0.8784,0.7785,-0.7415,0.2889,30000.0,8
132776,f,565,445,0.8431237266657421,515,0.3555,0.6568,0.8171,-1.8179,-0.2875,27916.666666666668,10
1232775,m,555,570,0.622642915849938,575,-0.5899,-0.7866,-0.9122,0.2727,-0.4776,25000.0,7
1067148,m,485,510,0.0531603052826837,285,0.5591,0.2124,-1.2196,-0.7415,-0.8608,25000.0,6
859919,m,470,470,0.356536487724475,505,1.7081,1.3779,1.3933,-0.2344,1.6302,15000.0,7
732766,m,495,575,0.0587928000083534,495,-1.0208,-0.7866,-2.2954,-0.3612,0.6721,25000.0,7
815109,m,495,355,0.6493897148466911,355,0.7027,0.3789,0.4711,0.7798,-0.2859,16666.666666666668,8
322685,m,395,464,0.563267823666597,425,-1.3447,0.0328,-0.4891,0.2973,0.0284,27083.333333333332,8
911998,m,560,695,0.7040904121313142,465,0.7027,-0.9531,-0.6048,-0.995,-1.244,29166.666666666668,6
205705,f,445,525,0.342314899911815,365,-0.4173,0.3448,0.672,1.5899,-0.1295,41666.666666666664,9
755067,m,660,620,0.793580614548506,495,0.2718,-0.1206,-1.2196,-0.3612,-0.6692,27916.666666666668,7
313406,m,435,595,0.6944793277084631,425,1.1283,1.4368,1.1074,0.0623,0.7788,34166.666666666664,8
795920,m,605,665,0.938399136791175,455,1.7081,1.2114,1.547,-0.7415,0.8637,37500.0,6
265225,f,454,525,0.190153405601018,315,-0.5719,0.0328,-0.1988,-1.1128,0.6603,16666.666666666668,9
1262255,m,565,465,0.622642915849938,525,-0.0154,0.3789,1.2396,0.5262,0.6721,26250.0,6
338449,m,515,565,0.622642915849938,525,-1.2287,0.3448,0.3817,0.53233,-0.6035,15000.0,7
669506,f,485,620,0.8646854133700849,525,-0.4463,-0.9531,0.01,0.3995,-0.6692,25000.0,7
638979,m,525,665,0.6707431514331271,455,0.5591,1.3779,0.6248,-0.7415,-0.2859,25000.0,7
536947,f,475,445,0.819416529835888,505,-1.4992,-0.5523,1.1437,-0.6428,0.1864,33333.333333333336,7
1190941,m,590,570,0.493596387301038,415,0.8463,0.0459,-0.2974,-0.7415,-0.4776,26666.666666666668,6
902947,m,470,355,0.207392169717661,395,1.4208,1.2114,0.3174,-0.995,0.4805,22500.0,6
267864,m,394,324,0.6707431514331271,455,0.6646,-1.0593,-1.0697,0.8848,0.1864,16666.666666666668,9
244948,m,495,325,0.488347976782714,405,0.3555,-0.1232,-0.9245,-0.4078,0.8183,12083.333333333334,9
862250,m,535,515,0.356536487724475,535,-0.0154,0.5454,0.9322,1.2869,0.2889,17500.0,8
597352,m,485,575,0.819416529835888,505,1.1336,0.5454,-0.2974,-0.7415,0.2889,15000.0,7
1089287,m,505,595,0.6493897148466911,305,-0.8772,-1.1196,0.01,-1.5021,-2.7769,25000.0,6
809524,m,525,635,0.493596387301038,465,0.99,0.7119,1.2396,-1.5021,1.0554,33750.0,7
1270390,m,590,585,0.436962648056859,405,1.9953,0.0459,0.7785,-2.136,0.4805,16666.666666666668,6
637094,m,510,415,0.0165646360498735,345,1.1336,0.3789,0.1637,0.653,0.6721,15000.0,6
1195975,f,445,295,0.953899775079926,425,0.4155,-0.6201,-1.0659,0.0192,-2.0105,16666.666666666668,6
198026,m,445,465,0.735795709224656,475,-1.0355,0.3448,0.8171,0.6498,-0.4455,28333.333333333332,9
895673,m,560,825,0.23780283983757,525,-0.0154,0.2578,-0.5349,-1.1218,-1.359,29166.666666666668,6
45527,m,365,485,0.229481754911755,345,0.8192,0.3448,-0.0537,-0.4078,0.8183,40000.0,10
1218931,m,495,535,0.6707431514331271,455,0.5591,0.5454,0.01,0.1459,-1.4356,16666.666666666668,6
1171251,m,470,390,0.600057182338341,435,0.8463,0.3789,0.4711,0.0192,1.4386,17500.0,7
786421,m,495,720,0.33878634721952805,365,-1.1644,-1.6191,-0.7585,-0.6147,-2.3937,30416.666666666668,7
262863,m,305,345,0.276047228046856,345,-0.880999999999999,1.5928,0.0914,0.8848,0.9763,20000.0,6
132996,m,435,295,0.229481754911755,445,0.8192,0.5008,0.8171,-0.6428,-0.1295,47500.0,10
1062655,m,495,665,0.991230625262871,535,-0.159,0.2124,0.4711,1.0333,1.4386,25000.0,6
520439,m,425,415,0.538386892985096,345,-0.5719,-1.3713,-0.8157,-0.5253,-1.8673,15000.0,7
217003,m,515,545,0.600057182338341,435,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513,36250.0,9
1264540,m,520,500,0.23780283983757,495,0.4155,0.7119,0.7785,0.0192,0.2889,20000.0,6
637345,m,330,210,0.37605958665154493,305,-0.159,-0.1206,0.3174,0.0192,0.2889,15833.333333333334,7
192625,f,575,525,0.6944793277084631,375,0.2009,0.3448,-0.4891,0.2973,0.1864,30000.0,9
940402,m,375,325,0.356536487724475,315,1.8517,1.5444,0.3174,0.3995,0.6721,25000.0,6
863466,m,640,870,0.622642915849938,625,-0.5899,1.0449,0.3174,-1.2486,0.8637,29166.666666666668,7
1096809,f,540,485,0.493596387301038,365,0.5591,1.0449,0.01,0.3995,1.0554,16666.666666666668,6
345074,f,345,515,0.342314899911815,365,0.0464,0.6568,0.0914,1.82493,-0.2875,12500.0,8
1267237,f,470,380,0.112139438207403,355,1.2772,0.7119,0.7785,-1.1218,0.6721,20000.0,7
324950,f,595,605,0.538386892985096,475,-1.2287,1.2808,-1.9405,1.76613,0.1864,25416.666666666668,8
272869,m,395,415,0.190153405601018,315,0.0464,1.1248,0.0914,-0.8778,-0.1295,29166.666666666668,9
133165,m,395,595,0.824666400671332,415,-2.1175,-1.3713,-2.6662,1.4724,0.0284,20000.0,10
872500,f,470,470,0.7447583540089391,365,0.5591,1.3779,1.2396,-0.995,0.2889,27916.666666666668,6
661253,f,390,340,0.229481754911755,214,0.99,1.2114,0.4711,-0.2344,0.2889,25000.0,7
1034772,m,590,605,0.33878634721952805,365,0.5591,-0.1206,0.6248,0.9066,-0.6692,25000.0,7
600660,m,655,500,0.8431237266657421,515,1.4208,0.3789,-0.2974,-0.6147,0.4805,23750.0,8
1041140,m,470,465,0.23780283983757,405,0.1282,0.2124,0.4711,0.0192,1.247,16666.666666666668,6
552539,m,450,650,0.0587928000083534,475,-0.0154,0.7119,0.7785,-0.2344,-1.244,28333.333333333332,7
262479,m,565,595,0.7040904121313142,465,0.6646,0.6568,0.2366,-0.7603,0.0284,41250.0,9
328681,m,555,505,0.6359787564567939,445,-1.6924,0.3448,0.3817,0.0035299999999999897,-0.9194,36666.666666666664,8
1119899,m,565,475,0.622642915849938,665,-0.0154,1.0449,1.7007,-0.4879,0.4805,29166.666666666668,6
1204604,m,480,500,0.356536487724475,465,0.1282,0.0459,1.2396,1.0333,0.6721,25000.0,6
921009,f,595,515,0.968237495890543,605,-0.3027,0.3789,-0.2974,-0.3612,0.4805,16666.666666666668,6
1230190,f,505,465,0.486747008438193,315,0.8463,0.0459,0.6248,-0.995,1.0554,25000.0,6
133458,m,195,555,0.960603251997053,235,-2.272,-2.7754,-1.6502,0.4148,-2.3412,12500.0,10
260283,f,315,325,0.450876584483451,395,0.2009,-2.3073,0.3817,-0.6428,-0.1295,12500.0,10
1093626,m,460,405,0.881620069530177,285,-0.3027,-0.1206,0.9322,-0.4879,-1.244,27083.333333333332,6
473843,m,544,524,0.8646854133700849,525,0.0464,0.3448,-1.0697,-0.1727,0.0284,29166.666666666668,9
558050,m,415,180,0.488347976782714,405,-0.3027,0.7119,0.3174,1.2869,1.0554,15416.666666666666,8
1061698,m,520,535,0.6493897148466911,335,0.2718,1.0449,0.4711,0.2727,1.0554,26250.0,7
104065,m,575,535,0.525922584252055,415,-0.5719,-0.1232,-0.0537,0.0623,-0.6035,15416.666666666666,10
56695,m,585,565,0.6944793277084631,454,1.1283,0.3448,0.2366,-0.1727,1.2923,54166.666666666664,10
320764,f,495,525,0.735795709224656,475,0.1623,0.8128,0.2366,-0.0846,-0.7615,31250.0,8
336128,m,405,425,0.229481754911755,305,-1.4992,-1.0203,0.2729,-1.7004,-1.8673,33333.333333333336,8
57430,m,425,494,0.377551419424541,375,1.4374,-0.5913,1.1074,-0.0552,0.8183,15000.0,10
102965,m,465,345,0.563267823666597,425,0.2009,1.4368,0.672,-0.4078,-0.6035,38333.333333333336,10
947534,m,475,270,0.7447583540089391,475,1.4208,0.5454,0.6248,-2.136,0.4805,25833.333333333332,6
332142,m,505,405,0.276047228046856,345,0.3941,-0.5913,-0.7794,-0.43717,-2.0253,19166.666666666668,8
330355,m,465,565,0.490636955889964,415,0.9737,-0.3183,-0.9245,0.884829999999999,-0.6035,41666.666666666664,8
959435,f,450,365,0.356536487724475,395,1.8517,1.3779,0.01,-0.995,1.0554,15000.0,6
640729,f,545,605,0.8841225115937349,535,0.1282,0.3789,-0.2974,-0.1076,-1.0524,25000.0,7
1259766,m,580,535,0.486747008438193,485,-0.3027,-1.6191,-2.1418,-0.4879,-0.4776,27083.333333333332,6
583152,m,555,765,0.9303706072026908,565,0.1282,-0.2871,0.4711,-1.3753,-0.6692,42500.0,7
964045,f,460,555,0.486747008438193,365,0.4155,0.5454,0.9322,-0.8682,-0.0943,25000.0,6
829991,m,585,560,0.911395278391328,535,0.2718,0.3789,1.0859,-1.3753,0.4805,27083.333333333332,6
1149831,m,480,645,0.942116551485008,575,-0.3027,0.7119,0.01,-0.3612,0.0973,18333.333333333332,6
1088268,m,580,380,0.486747008438193,485,0.7027,-0.2871,1.0859,-1.3753,0.2889,20000.0,7
346321,m,554,655,0.819416529835888,505,-0.4173,1.2808,-0.1988,1.8543,0.6603,34166.666666666664,8
1030716,f,370,450,0.8422483222578359,445,1.7081,0.7119,0.3174,-0.995,0.2889,16666.666666666668,6
604484,f,570,620,0.8431237266657421,515,-0.0154,1.2114,0.3174,-0.8682,-0.2859,15000.0,8
1230280,m,495,740,0.9967444868522528,635,0.2718,0.7119,-1.2196,1.1601,0.2889,26250.0,6
458867,m,505,565,0.819416529835888,505,1.9011,0.2668,0.3817,-0.9953,0.3444,26666.666666666668,7
445828,m,375,575,0.824666400671332,395,-0.5719,0.5008,-0.6343,0.4148,-0.16899999999999898,20000.0,7
1066890,m,375,390,0.486747008438193,385,1.2772,1.7109,1.7007,-2.136,0.4805,15000.0,7
613031,m,510,650,0.735795709224656,475,0.5591,-0.2871,-1.527,-0.6147,-2.0105,29166.666666666668,7
325665,m,565,635,0.7656735812340111,485,-0.3014,0.8128,-0.9245,-1.05407,0.5024,27916.666666666668,8
1034607,m,375,585,0.622642915849938,395,0.99,1.7109,1.0859,0.1459,0.8637,25000.0,6
539169,m,670,680,0.99405087195167,675,0.9737,0.8518,-0.7068,-0.9953,-0.6035,41250.0,8
467264,f,525,615,0.444617716881577,435,-0.1082,-0.5913,-0.9245,0.2973,-0.6035,15000.0,9
533473,m,500,605,0.7656735812340111,485,0.8192,0.9688,1.2525,0.0623,-0.0506,27083.333333333332,8
109292,f,685,464,0.124502074009537,435,0.2009,0.6568,-0.9245,-1.2303,0.1864,20833.333333333332,10
41579,f,385,485,0.600057182338341,435,-0.1082,0.5008,-0.1626,1.1199,-0.9194,30833.333333333332,8
746268,f,440,505,0.493596387301038,345,0.4155,-0.9531,-1.3733,0.0192,-0.2859,13750.0,7
1119013,f,470,440,0.622642915849938,455,-1.7389,-3.6171,-1.9408,-0.3612,-5.686,16666.666666666668,6
356190,m,365,275,0.0745462652358558,255,-0.1855,-0.2793,-1.0697,0.7086,-1.0774,19166.666666666668,8
59555,m,445,425,0.793580614548506,495,-0.2628,-0.7473,-1.7954,-1.1128,0.8183,33333.333333333336,8
57211,m,615,605,0.6359787564567939,445,0.0464,-0.4353,0.0914,0.1798,-0.4455,40000.0,10
827594,m,645,620,0.991230625262871,675,0.5591,1.0449,0.1637,-1.7556,0.6721,27083.333333333332,6
112075,f,325,295,0.276047228046856,345,1.59199999999999,0.9688,1.2525,-0.4078,0.8183,26666.666666666668,10
552690,m,410,370,0.622642915849938,425,-0.3027,-0.2871,-1.0659,1.794,-0.8608,20000.0,7
335938,f,475,565,0.450876584483451,395,-0.2628,0.6178,-0.3803,1.70743,0.3444,25000.0,8
225959,m,545,535,0.8422483222578359,575,-3.1994,-1.8393,-1.9405,1.3549,-1.2354,32916.666666666664,8
609043,f,535,680,0.9943421132984008,485,-1.7389,0.0459,-0.6048,1.9207,0.6721,36666.666666666664,7
1289702,m,505,375,0.0800552813405495,395,-0.7335,-1.6191,0.3174,0.3995,-0.6692,15000.0,7
1095080,m,435,440,0.622642915849938,295,0.7027,0.0459,0.3174,0.2727,0.2889,19583.333333333332,7
901224,f,630,560,0.974396112538398,615,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234,26250.0,6
306463,f,355,465,0.413838255788123,385,-0.7264,-1.0593,0.5269,-0.0552,-0.2875,13333.333333333334,9
1138316,f,470,440,0.493596387301038,315,0.2718,1.0449,0.7785,-1.2486,-0.4776,15416.666666666666,6
1218624,m,395,475,0.356536487724475,475,-0.0154,0.8784,-0.7585,0.3995,-0.4776,28750.0,6
267683,m,435,445,0.525922584252055,415,-0.880999999999999,-0.1232,1.8331,1.0024,0.3444,30000.0,9
232101,m,555,625,0.960603251997053,445,0.8192,0.1888,-0.6343,-0.0552,0.8183,33333.333333333336,9
292803,m,405,435,0.735795709224656,475,-0.5719,0.0328,-0.344,-1.8179,-0.1295,16666.666666666668,8
1296310,m,530,525,0.486747008438193,445,1.4208,1.2114,0.3174,-0.995,1.4386,18750.0,6
955301,f,460,425,0.819416529835888,505,0.1282,-0.6201,0.1637,-0.7415,-0.6692,20000.0,6
30101,f,465,535,0.7656735812340111,485,0.2009,0.0328,0.0914,1.0024,-0.4455,35000.0,10
1251281,m,425,475,0.783303536670298,275,-0.159,0.0459,0.9322,-0.3612,0.2889,18750.0,7
1262900,m,310,380,0.486747008438193,445,1.8517,0.2124,0.6248,-1.7556,-0.4776,15000.0,6
161107,m,515,405,0.8841225115937349,535,-0.4173,-0.1232,-0.344,-0.7603,0.6603,46666.666666666664,10
553371,f,465,400,0.7656735812340111,485,-0.7335,-0.2871,-0.1437,1.9207,-0.6692,27916.666666666668,7
1230478,m,480,500,0.8422483222578359,425,1.1336,1.0449,0.1637,-1.2486,0.0973,16666.666666666668,6
431800,m,425,645,0.538386892985096,385,0.3555,0.0328,-0.598,-0.2902,-1.2354,16666.666666666668,8
600302,f,485,665,0.6944793277084631,395,-0.159,-0.1206,-0.4511,1.2869,0.6721,16666.666666666668,9
1193753,f,540,595,0.112139438207403,365,-0.159,0.5454,-0.4511,1.5404,0.4805,25000.0,6
345838,m,475,375,0.0587928000083534,365,-0.6491,-0.4353,0.672,1.85433,-0.1295,18750.0,8
576122,m,425,445,0.342314899911815,365,0.8463,-0.6201,0.6248,-0.2344,1.0554,16666.666666666668,7
223303,m,555,495,0.6944793277084631,415,-1.8083,0.1888,-0.6343,1.2374,-0.2875,33750.0,9
1083136,m,590,535,0.356536487724475,465,-0.3027,-0.4536,-2.6028,0.7798,0.2889,25000.0,6
52581,m,355,295,0.276047228046856,345,-0.880999999999999,0.5008,-0.1988,0.0623,0.9763,15000.0,11
910160,m,555,650,0.8422483222578359,575,0.4155,0.7119,0.7785,-2.3895,0.6721,16250.0,6
