idade,renda_anual,tipo_propriedade,tempo_de_emprego,objetivo,classificacao,valor_emprestimo,taxa_juros,devedor,relacao_emprestimo_renda,foi_inadimplente
23,44400,Alugado,4.0,Empreendimento,D,5000,16.29,1,0.11,S
32,48000,Hipotecado,2.0,Quitação de dívidas,B,10650,10.59,0,0.22,N
25,40000,Próprio,0.0,Médico,A,11000,8.49,0,0.28,N
21,75000,Hipotecado,5.0,Pessoal,A,9000,5.99,0,0.12,N
31,72000,Hipotecado,15.0,Empreendimento,D,12300,14.96,0,0.17,S
24,90000,Hipotecado,4.0,Empreendimento,B,1700,10.75,0,0.02,N
22,62758,Alugado,2.0,Educação,A,6400,8.49,0,0.1,N
25,50000,Alugado,6.0,Médico,A,4000,6.92,0,0.08,N
24,132132,Hipotecado,8.0,Médico,A,28000,8.49,0,0.21,N
28,60000,Hipotecado,13.0,Empreendimento,A,8650,8.9,0,0.14,N
25,24000,Alugado,2.0,Médico,A,10625,6.03,1,0.44,N
44,119000,Alugado,0.0,Quitação de dívidas,A,5900,6.17,0,0.05,N
28,40500,Alugado,9.0,Quitação de dívidas,A,15000,7.88,1,0.37,N
25,80140,Hipotecado,4.0,Quitação de dívidas,B,11300,10.37,0,0.14,N
24,28800,Alugado,5.0,Médico,B,12250,9.99,1,0.43,N
24,29000,Hipotecado,1.0,Reforma Casa,B,20000,10.62,0,0.69,N
40,133000,Alugado,2.0,Educação,D,35000,14.54,1,0.26,S
24,110000,Hipotecado,8.0,Educação,A,6000,8.59,0,0.05,N
27,84000,Hipotecado,3.0,Quitação de dívidas,A,7000,7.29,0,0.08,N
21,52000,Hipotecado,5.0,Quitação de dívidas,A,5000,7.9,0,0.1,N
22,70000,Hipotecado,1.0,Educação,A,8000,7.49,0,0.11,N
29,48712,Hipotecado,13.0,Empreendimento,A,11050,5.42,0,0.23,N
26,48000,Alugado,3.0,Empreendimento,A,4000,5.79,0,0.08,N
23,50000,Alugado,4.0,Empreendimento,B,18225,10.74,1,0.36,N
24,40000,Próprio,8.0,Reforma Casa,C,7500,13.22,0,0.19,N
23,117000,Hipotecado,7.0,Médico,B,3700,10.74,0,0.03,N
24,40000,Hipotecado,8.0,Quitação de dívidas,A,4000,7.14,0,0.1,N
22,22800,Próprio,1.0,Médico,A,9000,5.99,0,0.39,N
26,50000,Hipotecado,2.0,Pessoal,D,20000,13.3,0,0.4,N
42,110000,Hipotecado,6.0,Empreendimento,C,10800,14.27,0,0.1,N
43,36000,Alugado,1.0,Médico,A,10000,8.94,0,0.28,N
33,38000,Alugado,10.0,Educação,C,4900,10.28,1,0.13,S
23,33195,Alugado,5.0,Médico,B,1800,11.99,0,0.05,N
27,38500,Alugado,0.0,Quitação de dívidas,B,11500,12.42,0,0.3,N
27,57996,Alugado,8.0,Quitação de dívidas,C,13000,13.92,0,0.22,S
23,80000,Próprio,2.0,Educação,F,6000,19.13,0,0.07,S
23,78000,Alugado,5.0,Empreendimento,B,17000,10.99,0,0.22,N
22,85000,Hipotecado,2.0,Empreendimento,A,6000,7.88,0,0.07,N
22,128474,Hipotecado,6.0,Quitação de dívidas,A,30000,7.29,0,0.23,N
32,70000,Hipotecado,5.0,Empreendimento,A,14000,7.49,0,0.2,N
23,140000,Alugado,5.0,Quitação de dívidas,B,12000,11.12,0,0.09,N
31,24000,Alugado,0.0,Pessoal,D,4400,15.62,1,0.18,N
24,84996,Próprio,4.0,Quitação de dívidas,D,8000,15.57,0,0.09,S
21,64000,Próprio,5.0,Médico,A,10000,7.66,0,0.16,N
28,100000,Hipotecado,3.0,Médico,C,8000,13.98,0,0.08,S
26,42000,Hipotecado,0.0,Educação,B,4500,11.48,0,0.11,N
26,39996,Hipotecado,10.0,Empreendimento,A,6500,8.32,0,0.16,N
24,59964,Hipotecado,0.0,Quitação de dívidas,B,1275,10.99,1,0.02,N
25,21600,Alugado,0.0,Empreendimento,D,5000,17.58,1,0.23,S
27,65000,Hipotecado,5.0,Empreendimento,B,13225,12.69,0,0.2,N
22,55000,Alugado,6.0,Pessoal,C,3000,12.68,0,0.05,S
22,55000,Hipotecado,6.0,Pessoal,C,3250,13.49,0,0.06,S
24,50000,Alugado,8.0,Pessoal,C,8000,15.96,0,0.16,N
24,58650,Alugado,1.0,Médico,D,10000,18.25,1,0.14,N
44,36000,Hipotecado,6.0,Educação,A,1000,7.51,0,0.03,N
21,30720,Alugado,5.0,Educação,C,18000,13.48,1,0.59,S
21,26000,Alugado,1.0,Quitação de dívidas,D,9450,16.77,1,0.36,N
22,30000,Alugado,0.0,Empreendimento,C,6300,13.22,0,0.21,S
23,78000,Alugado,2.0,Empreendimento,D,25000,16.32,1,0.32,S
29,50000,Hipotecado,4.0,Médico,A,10000,6.03,0,0.2,N
24,93000,Hipotecado,5.0,Quitação de dívidas,D,12000,16.29,1,0.13,S
24,42000,Hipotecado,7.0,Médico,C,4200,13.23,0,0.1,N
36,80000,Hipotecado,4.0,Empreendimento,A,10000,6.62,0,0.13,N
24,86000,Hipotecado,0.0,Pessoal,B,20000,10.99,1,0.23,N
24,47000,Alugado,3.0,Pessoal,F,24000,17.8,1,0.51,N
33,40000,Hipotecado,4.0,Educação,A,5000,7.51,0,0.13,N
28,40000,Alugado,12.0,Pessoal,B,1000,9.88,0,0.03,N
24,80000,Alugado,5.0,Médico,B,12000,12.69,0,0.15,N
23,24000,Alugado,0.0,Empreendimento,A,9250,6.54,1,0.39,N
43,41000,Hipotecado,7.0,Médico,C,6000,13.22,0,0.15,S
21,27000,Alugado,3.0,Pessoal,C,2600,13.22,0,0.1,S
35,45000,Hipotecado,16.0,Educação,C,6500,13.98,0,0.14,S
25,81600,Hipotecado,10.0,Reforma Casa,B,20000,12.18,0,0.25,N
30,31800,Alugado,2.0,Empreendimento,B,14400,10.75,1,0.45,N
29,50004,Hipotecado,3.0,Quitação de dívidas,B,20000,11.58,0,0.4,N
23,45000,Alugado,4.0,Pessoal,B,20000,10.25,1,0.44,N
26,143375,Hipotecado,10.0,Médico,A,12000,7.66,0,0.08,N
29,48000,Hipotecado,6.0,Quitação de dívidas,C,15000,13.98,0,0.31,N
22,75000,Hipotecado,6.0,Empreendimento,D,25000,15.57,1,0.33,S
29,45600,Hipotecado,7.0,Empreendimento,B,9600,10.36,0,0.21,N
31,24996,Alugado,0.0,Quitação de dívidas,C,5000,12.99,1,0.2,N
24,113000,Alugado,3.0,Empreendimento,B,16000,11.99,0,0.14,N
33,120999,Hipotecado,7.0,Reforma Casa,C,15200,13.61,0,0.13,S
36,36000,Alugado,3.0,Quitação de dívidas,C,9000,12.73,0,0.25,S
23,118000,Hipotecado,4.0,Pessoal,C,12000,13.11,0,0.1,N
24,33000,Alugado,1.0,Médico,F,5000,21.36,1,0.15,N
22,38000,Alugado,2.0,Educação,A,18500,7.66,1,0.49,N
26,130000,Alugado,3.0,Empreendimento,D,14400,14.46,0,0.11,S
23,31000,Alugado,0.0,Médico,A,10000,7.51,1,0.32,N
25,41000,Hipotecado,9.0,Educação,C,5000,11.78,1,0.12,S
29,60000,Hipotecado,7.0,Médico,A,8500,6.92,0,0.14,N
33,36000,Alugado,5.0,Quitação de dívidas,A,7000,5.79,1,0.19,N
24,110000,Hipotecado,5.0,Empreendimento,B,15000,10.25,0,0.14,N
23,66348,Alugado,0.0,Empreendimento,E,7000,17.04,1,0.11,N
34,35496,Hipotecado,15.0,Educação,C,2800,14.17,1,0.08,S
23,81000,Alugado,7.0,Educação,C,18000,13.98,0,0.22,N
31,36000,Alugado,3.0,Pessoal,A,8000,8.49,0,0.22,N
32,76254,Alugado,3.0,Reforma Casa,B,14000,10.38,0,0.18,N
25,37980,Hipotecado,7.0,Pessoal,A,3500,6.03,0,0.09,N
28,57000,Hipotecado,12.0,Reforma Casa,A,13000,9.63,0,0.23,N
24,50004,Alugado,5.0,Educação,A,4000,7.88,0,0.08,N
32,45996,Alugado,2.0,Médico,B,1800,11.58,0,0.04,N
39,65000,Hipotecado,17.0,Educação,A,15000,7.9,0,0.23,N
22,29000,Outros,0.0,Quitação de dívidas,B,7500,10.08,1,0.26,N
38,86105,Alugado,2.0,Médico,A,8000,6.54,1,0.08,N
23,88000,Alugado,0.0,Educação,C,15000,10.28,0,0.17,N
24,26400,Alugado,5.0,Médico,A,5000,7.9,0,0.19,N
26,60996,Hipotecado,2.0,Quitação de dívidas,B,12000,12.21,0,0.2,N
27,116000,Hipotecado,0.0,Educação,C,3500,12.53,1,0.03,N
27,83200,Alugado,11.0,Educação,D,9000,15.31,0,0.11,S
27,46000,Alugado,11.0,Médico,B,8000,11.36,0,0.17,N
25,94500,Hipotecado,5.0,Reforma Casa,B,13500,10.0,0,0.14,N
23,62352,Próprio,7.0,Educação,B,29800,10.65,0,0.48,N
25,153000,Hipotecado,9.0,Educação,B,7500,11.71,0,0.05,N
34,180000,Hipotecado,9.0,Educação,C,12900,12.99,0,0.07,S
32,28672,Próprio,5.0,Educação,C,4650,13.22,0,0.16,S
24,24000,Alugado,1.0,Pessoal,E,1000,17.99,1,0.04,N
26,94000,Hipotecado,1.0,Médico,A,5000,7.68,0,0.05,N
22,45000,Próprio,7.0,Educação,A,6000,6.76,0,0.13,N
31,54050,Alugado,8.0,Educação,B,12000,10.99,0,0.22,N
32,39314,Alugado,16.0,Quitação de dívidas,C,3000,15.23,1,0.08,N
22,27804,Alugado,2.0,Médico,C,3750,13.85,0,0.13,S
25,110000,Hipotecado,9.0,Quitação de dívidas,D,12000,15.99,1,0.11,N
21,44004,Hipotecado,5.0,Empreendimento,B,7200,11.89,0,0.16,N
28,26004,Alugado,0.0,Pessoal,C,2500,13.99,0,0.1,S
40,53000,Hipotecado,2.0,Médico,B,3000,10.62,0,0.06,N
27,70000,Alugado,4.0,Pessoal,B,20000,11.48,0,0.29,N
24,37000,Alugado,2.0,Médico,A,2000,5.42,0,0.05,N
30,65004,Hipotecado,3.0,Pessoal,A,1500,5.99,0,0.02,N
22,36000,Hipotecado,3.0,Quitação de dívidas,D,7000,14.84,1,0.19,N
27,26237,Alugado,0.0,Médico,C,12000,13.22,1,0.46,N
24,77496,Alugado,2.0,Empreendimento,C,9000,12.84,0,0.12,N
24,135000,Alugado,4.0,Reforma Casa,C,24000,13.79,0,0.18,N
28,55000,Próprio,7.0,Empreendimento,A,20000,7.49,0,0.36,N
37,205000,Hipotecado,3.0,Educação,B,18000,10.39,0,0.09,N
38,110000,Hipotecado,5.0,Médico,B,16000,11.99,0,0.15,N
28,43680,Alugado,3.0,Educação,C,4475,15.27,0,0.1,N
29,44991,Hipotecado,13.0,Médico,C,5000,14.72,0,0.11,S
27,30000,Próprio,6.0,Educação,D,1800,14.84,0,0.06,S
30,71400,Alugado,0.0,Quitação de dívidas,C,9600,12.61,0,0.13,S
30,107000,Hipotecado,0.0,Quitação de dívidas,C,2500,10.78,0,0.02,S
23,39000,Alugado,3.0,Reforma Casa,B,8000,11.36,1,0.21,N
31,115000,Hipotecado,4.0,Empreendimento,C,6500,13.98,0,0.06,N
28,28000,Próprio,0.0,Médico,B,3250,12.53,0,0.12,N
28,58000,Hipotecado,3.0,Empreendimento,A,4000,7.14,0,0.07,N
25,56204,Alugado,3.0,Médico,D,12000,14.11,1,0.21,S
25,48000,Hipotecado,4.0,Pessoal,B,7350,11.12,0,0.15,N
28,140000,Próprio,1.0,Educação,B,17600,12.42,0,0.13,N
24,110000,Hipotecado,8.0,Educação,A,8000,6.76,0,0.07,N
34,120000,Próprio,4.0,Empreendimento,B,7800,10.99,0,0.07,N
41,54000,Hipotecado,6.0,Reforma Casa,C,5000,13.23,1,0.09,N
29,40800,Hipotecado,11.0,Reforma Casa,C,3200,14.22,0,0.08,S
24,37000,Hipotecado,3.0,Médico,A,6075,5.99,0,0.16,N
28,44000,Hipotecado,12.0,Educação,B,8000,10.59,0,0.18,N
27,65000,Hipotecado,11.0,Quitação de dívidas,A,19200,7.49,0,0.3,N
30,81000,Alugado,14.0,Quitação de dívidas,B,34000,10.59,1,0.42,N
28,48000,Próprio,1.0,Reforma Casa,D,12000,14.54,0,0.25,N
27,78500,Alugado,6.0,Empreendimento,A,8000,8.59,0,0.1,N
37,52000,Alugado,0.0,Empreendimento,C,14000,13.16,0,0.27,N
23,25920,Alugado,4.0,Educação,D,10000,15.58,1,0.39,N
24,25000,Alugado,3.0,Médico,B,3000,10.95,0,0.12,N
26,51300,Alugado,9.0,Quitação de dívidas,B,8400,11.99,0,0.16,N
22,66250,Hipotecado,5.0,Médico,A,8700,6.92,0,0.13,N
22,49000,Alugado,7.0,Pessoal,A,7500,6.62,0,0.15,N
26,53000,Hipotecado,9.0,Empreendimento,A,8000,7.88,0,0.15,N
26,45000,Alugado,3.0,Empreendimento,B,1500,10.25,0,0.03,N
26,62065,Alugado,7.0,Pessoal,B,6000,11.12,1,0.1,N
25,27040,Alugado,2.0,Pessoal,A,6000,7.9,0,0.22,N
35,55000,Alugado,3.0,Quitação de dívidas,B,9000,10.25,0,0.16,N
30,90000,Hipotecado,7.0,Quitação de dívidas,A,4800,8.9,1,0.05,N
30,163000,Hipotecado,15.0,Pessoal,B,3500,10.65,1,0.02,N
25,29000,Alugado,9.0,Educação,A,3000,6.62,1,0.1,N
35,24996,Alugado,6.0,Médico,A,8000,7.51,1,0.32,N
31,54000,Alugado,1.0,Médico,C,4800,12.99,0,0.09,S
36,36000,Alugado,20.0,Empreendimento,C,12375,14.27,1,0.34,N
23,138000,Alugado,7.0,Quitação de dívidas,D,24000,16.0,1,0.17,S
28,99518,Hipotecado,10.0,Quitação de dívidas,A,6500,5.99,0,0.07,N
27,54120,Hipotecado,2.0,Empreendimento,B,6000,11.36,0,0.11,N
23,60000,Hipotecado,7.0,Pessoal,B,9500,12.53,0,0.16,N
27,57600,Hipotecado,11.0,Pessoal,A,8500,7.14,0,0.15,N
25,150000,Hipotecado,3.0,Reforma Casa,A,15000,6.54,0,0.1,N
28,21000,Alugado,0.0,Pessoal,D,4200,15.21,1,0.2,S
45,65993,Hipotecado,3.0,Educação,D,9000,14.59,0,0.14,N
23,40000,Alugado,5.0,Pessoal,B,2000,11.71,0,0.05,N
23,119496,Hipotecado,7.0,Educação,A,12000,7.88,0,0.1,N
31,100000,Alugado,3.0,Educação,B,8800,10.0,0,0.09,N
23,70000,Hipotecado,5.0,Educação,B,20000,12.21,0,0.29,N
25,16800,Alugado,4.0,Médico,B,1200,10.38,0,0.07,N
26,45000,Alugado,3.0,Pessoal,D,8000,15.33,0,0.18,S
24,51000,Hipotecado,5.0,Educação,B,8000,10.96,0,0.16,N
26,50200,Alugado,1.0,Reforma Casa,A,9000,7.66,0,0.18,N
28,47000,Alugado,4.0,Pessoal,A,2800,6.99,0,0.06,N
27,28800,Alugado,6.0,Educação,D,5000,14.96,0,0.17,S
31,74000,Hipotecado,13.0,Empreendimento,C,1500,12.68,1,0.02,N
26,45000,Hipotecado,3.0,Educação,C,4000,14.35,0,0.09,S
32,55000,Alugado,0.0,Pessoal,B,8000,10.0,0,0.15,N
26,52000,Alugado,6.0,Quitação de dívidas,C,2500,14.82,0,0.05,S
35,47400,Alugado,2.0,Pessoal,D,14000,14.42,1,0.3,N
39,70000,Hipotecado,7.0,Pessoal,A,12500,7.9,0,0.18,N
35,50000,Hipotecado,0.0,Educação,C,5600,12.53,0,0.11,S
31,28800,Alugado,1.0,Empreendimento,B,5000,9.25,0,0.17,N
24,130000,Hipotecado,8.0,Quitação de dívidas,B,6000,10.59,0,0.05,N
24,75000,Hipotecado,8.0,Reforma Casa,B,25000,11.83,0,0.33,N
27,92000,Hipotecado,11.0,Educação,B,18000,11.48,0,0.2,N
30,73524,Hipotecado,2.0,Educação,D,10000,14.74,0,0.14,N
26,60000,Hipotecado,3.0,Pessoal,A,11500,7.88,0,0.19,N
27,56400,Alugado,1.0,Empreendimento,B,9700,8.88,0,0.17,N
29,85000,Hipotecado,12.0,Pessoal,B,25000,9.25,0,0.29,N
53,46000,Próprio,9.0,Pessoal,B,4925,11.71,0,0.11,N
24,42000,Alugado,7.0,Empreendimento,B,5000,10.99,0,0.12,N
26,105400,Hipotecado,6.0,Médico,D,24000,14.61,1,0.19,N
33,50000,Alugado,0.0,Reforma Casa,A,20400,6.54,1,0.41,N
22,60000,Outros,6.0,Empreendimento,D,8000,16.0,0,0.13,N
23,74700,Alugado,6.0,Pessoal,D,24000,12.92,1,0.32,N
41,32004,Alugado,2.0,Reforma Casa,D,1500,14.74,1,0.05,N
23,41000,Alugado,6.0,Pessoal,C,4500,12.99,0,0.11,N
24,48000,Hipotecado,4.0,Médico,B,4200,11.99,0,0.09,N
24,56972,Próprio,6.0,Quitação de dívidas,E,15000,16.4,1,0.26,N
25,153000,Alugado,9.0,Quitação de dívidas,D,10000,14.96,1,0.07,S
24,45000,Alugado,3.0,Médico,D,2850,11.86,0,0.06,N
22,30000,Alugado,4.0,Médico,C,6500,13.85,0,0.22,N
22,44000,Alugado,3.0,Quitação de dívidas,B,12000,11.86,1,0.27,N
29,62000,Hipotecado,9.0,Reforma Casa,A,9000,6.62,0,0.15,N
32,38000,Hipotecado,16.0,Empreendimento,B,10000,10.37,0,0.26,N
25,30000,Alugado,4.0,Médico,C,1400,13.11,0,0.05,N
25,47700,Hipotecado,1.0,Reforma Casa,A,12375,7.9,0,0.26,N
26,95000,Hipotecado,10.0,Educação,A,7275,6.91,0,0.08,N
24,30300,Hipotecado,0.0,Médico,A,5000,7.74,0,0.17,N
22,55000,Próprio,1.0,Empreendimento,B,10000,10.99,0,0.18,N
24,62400,Alugado,8.0,Empreendimento,B,20000,11.12,1,0.32,N
23,105000,Alugado,0.0,Educação,C,12000,12.61,0,0.11,N
29,24000,Alugado,1.0,Pessoal,B,3000,11.14,0,0.13,N
27,33600,Alugado,8.0,Médico,C,5000,12.87,0,0.15,S
25,44196,Hipotecado,8.0,Reforma Casa,A,4000,7.51,0,0.09,N
22,63000,Hipotecado,2.0,Educação,A,14100,8.0,0,0.22,N
31,79050,Alugado,7.0,Médico,C,11200,13.99,1,0.12,N
22,43000,Hipotecado,6.0,Educação,B,9000,11.71,0,0.21,N
35,55000,Hipotecado,4.0,Educação,A,8500,7.88,0,0.15,N
23,41000,Hipotecado,0.0,Empreendimento,B,4500,10.95,0,0.11,N
22,64000,Hipotecado,3.0,Quitação de dívidas,B,14400,11.71,1,0.23,N
26,40000,Próprio,0.0,Médico,B,4300,10.74,0,0.11,N
26,50000,Alugado,0.0,Médico,C,13000,12.09,0,0.26,N
23,39000,Alugado,5.0,Pessoal,C,8400,13.79,1,0.22,N
30,31000,Alugado,1.0,Médico,C,4800,13.43,0,0.15,S
28,55000,Hipotecado,5.0,Pessoal,A,4800,5.79,0,0.09,N
35,19200,Alugado,2.0,Empreendimento,A,3675,8.49,1,0.19,N
25,81000,Alugado,5.0,Quitação de dívidas,A,25000,7.29,1,0.31,N
25,39600,Hipotecado,5.0,Reforma Casa,B,4800,12.42,0,0.12,N
28,42000,Alugado,0.0,Educação,B,12000,11.11,0,0.29,N
22,54000,Próprio,2.0,Empreendimento,B,2000,10.99,0,0.04,N
23,38000,Alugado,0.0,Médico,A,8000,6.17,0,0.21,N
33,37440,Alugado,5.0,Pessoal,B,4400,11.71,0,0.12,N
26,50648,Hipotecado,8.0,Pessoal,A,8000,6.76,0,0.16,N
22,40000,Hipotecado,3.0,Quitação de dívidas,A,2000,7.9,0,0.05,N
33,35600,Alugado,1.0,Empreendimento,C,6000,13.49,1,0.17,N
23,37000,Hipotecado,3.0,Médico,D,3600,15.62,1,0.1,N
22,57336,Alugado,6.0,Médico,D,16000,17.27,1,0.28,N
22,22000,Hipotecado,0.0,Médico,B,2400,11.71,0,0.11,N
24,34000,Alugado,3.0,Quitação de dívidas,A,1500,8.94,1,0.04,N
28,60000,Alugado,7.0,Educação,C,9600,13.57,0,0.16,S
31,70000,Hipotecado,9.0,Médico,A,6000,7.49,0,0.09,N
28,30000,Hipotecado,8.0,Quitação de dívidas,A,3000,7.29,0,0.1,N
32,48000,Alugado,9.0,Pessoal,A,5000,6.92,0,0.1,N
24,65000,Hipotecado,7.0,Empreendimento,D,14000,15.31,0,0.22,S
27,57996,Hipotecado,1.0,Médico,A,4800,8.59,0,0.08,N
25,57840,Alugado,5.0,Médico,B,13600,9.99,0,0.24,N
30,96000,Alugado,4.0,Pessoal,C,12900,14.79,0,0.13,N
22,150000,Alugado,2.0,Educação,A,8200,6.99,0,0.05,N
21,45000,Alugado,2.0,Educação,A,7000,7.51,0,0.16,N
27,71700,Hipotecado,11.0,Reforma Casa,C,9000,13.8,0,0.13,N
25,48000,Alugado,8.0,Médico,A,11000,7.51,0,0.23,N
22,48000,Alugado,1.0,Médico,B,13000,9.99,0,0.27,N
39,39996,Alugado,1.0,Empreendimento,B,12000,10.74,0,0.3,N
27,32960,Alugado,3.0,Pessoal,A,15000,6.91,1,0.46,N
30,114132,Hipotecado,1.0,Quitação de dívidas,D,14400,14.54,1,0.13,N
27,80000,Hipotecado,11.0,Pessoal,A,16000,6.91,0,0.2,N
32,75000,Hipotecado,5.0,Pessoal,C,15000,13.57,0,0.2,N
25,63000,Hipotecado,9.0,Reforma Casa,A,20000,8.49,0,0.32,N
23,130000,Próprio,7.0,Empreendimento,D,22600,14.96,0,0.17,S
22,132000,Hipotecado,3.0,Médico,A,10000,7.66,0,0.08,N
22,60000,Hipotecado,5.0,Quitação de dívidas,C,12500,13.11,0,0.21,S
22,87000,Hipotecado,0.0,Pessoal,B,8000,12.21,0,0.09,N
27,30000,Alugado,0.0,Pessoal,D,10000,15.31,1,0.33,N
39,44000,Alugado,11.0,Médico,D,1800,14.91,1,0.04,N
26,37000,Alugado,5.0,Empreendimento,D,14500,15.33,1,0.39,N
31,24000,Próprio,0.0,Educação,B,6200,11.14,0,0.26,N
30,180000,Hipotecado,2.0,Quitação de dívidas,A,12500,6.03,0,0.07,N
23,77000,Alugado,2.0,Quitação de dívidas,B,16000,11.14,0,0.21,N
33,110000,Hipotecado,7.0,Médico,B,23800,10.25,0,0.22,N
21,14400,Alugado,2.0,Quitação de dívidas,A,1200,7.14,0,0.08,N
31,29000,Alugado,0.0,Quitação de dívidas,E,10000,13.75,1,0.34,N
26,43200,Hipotecado,10.0,Reforma Casa,B,2500,9.88,0,0.06,N
24,40000,Alugado,1.0,Educação,C,3900,12.23,0,0.1,S
31,50000,Alugado,5.0,Pessoal,B,4500,9.99,0,0.09,N
26,18700,Alugado,2.0,Educação,A,1500,5.42,0,0.08,N
44,30000,Alugado,2.0,Quitação de dívidas,B,12000,11.11,1,0.4,N
29,67000,Próprio,14.0,Médico,A,3600,7.51,0,0.05,N
37,61000,Hipotecado,6.0,Quitação de dívidas,C,10000,13.57,0,0.16,N
35,80000,Alugado,7.0,Empreendimento,C,2000,12.99,0,0.03,S
31,32000,Hipotecado,3.0,Quitação de dívidas,B,6000,11.86,0,0.19,N
25,24000,Hipotecado,0.0,Quitação de dívidas,C,6000,13.49,0,0.25,S
41,51000,Hipotecado,10.0,Reforma Casa,A,14500,8.94,0,0.28,N
26,14400,Alugado,2.0,Quitação de dívidas,D,2000,15.58,1,0.14,N
29,82450,Hipotecado,11.0,Médico,E,7500,14.5,1,0.08,N
24,40000,Alugado,0.0,Educação,A,4850,6.62,0,0.12,N
27,48000,Alugado,2.0,Médico,B,5000,11.58,0,0.1,N
22,30000,Alugado,3.0,Empreendimento,B,8000,12.53,0,0.27,N
28,47500,Alugado,2.0,Educação,A,8500,7.88,0,0.18,N
31,60000,Hipotecado,4.0,Quitação de dívidas,C,1500,12.99,0,0.03,N
23,105000,Hipotecado,3.0,Médico,B,20000,11.48,0,0.19,N
25,31000,Hipotecado,7.0,Reforma Casa,A,6000,7.66,0,0.19,N
24,56000,Alugado,1.0,Quitação de dívidas,C,15000,12.87,0,0.27,N
45,125000,Hipotecado,0.0,Reforma Casa,A,12000,6.03,0,0.1,N
34,37000,Alugado,2.0,Médico,D,16000,12.99,1,0.43,S
24,35000,Alugado,4.0,Educação,B,2000,10.59,0,0.06,N
28,55000,Próprio,0.0,Quitação de dívidas,D,6700,16.77,0,0.12,S
25,80000,Hipotecado,9.0,Médico,A,3000,6.17,0,0.04,N
34,110000,Hipotecado,15.0,Educação,B,6000,9.45,0,0.05,N
35,75573,Hipotecado,9.0,Reforma Casa,B,22000,9.88,0,0.29,N
25,29004,Alugado,5.0,Pessoal,C,12000,12.84,1,0.41,S
23,46272,Alugado,7.0,Quitação de dívidas,B,16750,11.99,1,0.36,N
22,40000,Hipotecado,6.0,Médico,A,7500,7.51,0,0.19,N
24,62467,Alugado,0.0,Reforma Casa,A,10625,8.49,0,0.17,N
25,60000,Alugado,0.0,Médico,A,1200,7.66,0,0.02,N
22,166000,Hipotecado,1.0,Pessoal,B,23450,11.36,0,0.14,N
22,62400,Alugado,6.0,Empreendimento,A,9000,8.49,0,0.14,N
37,44004,Alugado,2.0,Pessoal,C,9200,12.84,1,0.21,N
37,33000,Alugado,0.0,Empreendimento,A,10000,5.99,0,0.3,N
21,47000,Hipotecado,2.0,Médico,A,5400,8.9,0,0.11,N
28,48000,Hipotecado,4.0,Empreendimento,B,3000,11.99,0,0.06,N
28,41000,Alugado,0.0,Empreendimento,B,3000,11.11,0,0.07,N
22,24000,Próprio,6.0,Médico,B,5000,12.21,0,0.21,N
25,225000,Hipotecado,0.0,Reforma Casa,E,30000,19.91,0,0.13,S
29,52000,Hipotecado,6.0,Empreendimento,D,12000,15.65,0,0.23,N
29,33600,Alugado,7.0,Empreendimento,B,2000,11.71,0,0.06,N
37,110000,Alugado,12.0,Educação,B,25000,10.99,0,0.23,N
30,30000,Hipotecado,1.0,Empreendimento,A,10000,6.99,0,0.33,N
24,65000,Hipotecado,3.0,Educação,A,6000,6.03,0,0.09,N
26,48000,Alugado,0.0,Educação,C,9600,12.73,0,0.2,S
24,56000,Alugado,0.0,Empreendimento,C,12000,14.26,0,0.21,S
27,39996,Alugado,3.0,Pessoal,D,10000,15.37,0,0.25,S
55,125000,Hipotecado,9.0,Pessoal,B,8400,9.63,0,0.07,N
34,65000,Alugado,4.0,Reforma Casa,A,1300,6.54,0,0.02,N
23,34008,Alugado,5.0,Empreendimento,B,3000,10.0,0,0.09,N
25,150000,Alugado,2.0,Reforma Casa,A,8750,7.74,0,0.06,N
37,146000,Hipotecado,5.0,Quitação de dívidas,C,10000,13.99,0,0.07,S
23,87000,Hipotecado,7.0,Médico,A,17000,7.51,0,0.2,N
23,56000,Alugado,4.0,Quitação de dívidas,B,15000,12.69,1,0.27,N
29,72000,Alugado,13.0,Quitação de dívidas,D,2000,14.59,1,0.03,S
25,85000,Hipotecado,7.0,Educação,C,12000,14.65,0,0.14,S
24,50000,Alugado,6.0,Médico,A,5000,6.54,0,0.1,N
24,35004,Alugado,0.0,Pessoal,C,10000,12.84,0,0.29,S
35,85000,Alugado,0.0,Reforma Casa,A,5000,9.07,0,0.06,N
26,123996,Hipotecado,10.0,Médico,A,2000,5.42,0,0.02,N
26,96000,Alugado,0.0,Reforma Casa,B,1000,10.36,0,0.01,N
33,30000,Alugado,0.0,Médico,A,5000,7.74,0,0.17,N
32,75000,Alugado,6.0,Reforma Casa,B,15000,8.88,1,0.2,N
27,65000,Alugado,5.0,Médico,B,8750,9.63,0,0.13,N
31,70000,Alugado,4.0,Educação,A,5500,7.68,0,0.08,N
27,40000,Alugado,4.0,Educação,C,6125,13.23,0,0.15,S
21,25000,Alugado,1.0,Educação,B,7000,12.69,0,0.28,N
30,96000,Hipotecado,7.0,Médico,A,8000,6.99,0,0.08,N
41,41004,Hipotecado,4.0,Médico,B,10000,11.99,0,0.24,N
34,72000,Alugado,6.0,Médico,B,5000,10.59,0,0.07,N
24,60000,Alugado,5.0,Educação,A,7000,6.54,0,0.12,N
