id,status,expectativa_de_vida,escolaridade
847,desenvolvimento,53.5,8.2
848,desenvolvimento,53.1,8.0
849,desenvolvimento,52.7,0.0
850,desenvolvimento,64.7,5.0
851,desenvolvimento,64.4,5.0
852,desenvolvimento,64.0,5.0
853,desenvolvimento,63.6,5.0
854,desenvolvimento,62.9,5.0
855,desenvolvimento,62.1,5.1
856,desenvolvimento,61.4,5.2
857,desenvolvimento,67.0,5.2
858,desenvolvimento,62.0,5.3
859,desenvolvimento,59.7,5.3
860,desenvolvimento,59.4,5.4
861,desenvolvimento,59.1,5.0
862,desenvolvimento,58.8,4.7
863,desenvolvimento,58.5,4.4
864,desenvolvimento,58.1,4.3
865,desenvolvimento,45.3,3.9
866,desenvolvimento,77.6,16.5
867,desenvolvimento,77.3,16.5
868,desenvolvimento,76.9,16.5
869,desenvolvimento,76.3,16.5
870,desenvolvimento,76.1,16.4
871,desenvolvimento,75.6,16.2
872,desenvolvimento,74.9,16.1
873,desenvolvimento,74.2,16.1
874,desenvolvimento,73.0,16.1
875,desenvolvimento,73.0,16.1
876,desenvolvimento,72.8,15.9
877,desenvolvimento,72.3,15.7
878,desenvolvimento,71.9,15.6
879,desenvolvimento,71.2,15.4
880,desenvolvimento,78.0,15.0
881,desenvolvimento,78.0,14.4
882,desenvolvimento,64.8,8.4
883,desenvolvimento,64.2,8.4
884,desenvolvimento,63.7,8.4
885,desenvolvimento,63.3,8.4
886,desenvolvimento,62.6,8.2
887,desenvolvimento,61.8,8.1
888,desenvolvimento,68.0,8.1
889,desenvolvimento,59.8,7.6
890,desenvolvimento,58.5,7.1
891,desenvolvimento,57.2,6.6
892,desenvolvimento,56.0,5.8
893,desenvolvimento,55.0,5.4
894,desenvolvimento,54.0,5.2
895,desenvolvimento,53.2,4.9
896,desenvolvimento,52.5,4.3
897,desenvolvimento,51.2,3.9
898,desenvolvimento,69.9,15.3
899,desenvolvimento,69.7,15.2
900,desenvolvimento,69.6,15.0
901,desenvolvimento,69.4,14.9
902,desenvolvimento,69.2,14.7
903,desenvolvimento,69.1,14.6
904,desenvolvimento,68.9,14.5
905,desenvolvimento,68.7,14.3
906,desenvolvimento,68.6,14.2
907,desenvolvimento,68.5,14.0
908,desenvolvimento,68.3,13.9
909,desenvolvimento,68.1,13.4
910,desenvolvimento,68.0,13.3
911,desenvolvimento,67.9,13.3
912,desenvolvimento,67.8,13.2
913,desenvolvimento,67.7,13.1
914,desenvolvimento,81.1,17.0
915,desenvolvimento,89.0,17.0
916,desenvolvimento,87.0,17.0
917,desenvolvimento,84.0,17.0
918,desenvolvimento,83.0,16.9
919,desenvolvimento,79.9,16.8
920,desenvolvimento,79.7,17.0
921,desenvolvimento,79.6,17.1
922,desenvolvimento,79.3,17.2
923,desenvolvimento,79.2,17.2
924,desenvolvimento,78.9,17.1
925,desenvolvimento,78.7,18.3
926,desenvolvimento,78.4,18.1
927,desenvolvimento,78.1,18.0
928,desenvolvimento,78.0,17.7
929,desenvolvimento,77.5,17.3
930,desenvolvimento,82.4,16.3
931,desenvolvimento,82.2,16.2
932,desenvolvimento,82.0,16.2
933,desenvolvimento,81.5,16.1
934,desenvolvimento,81.7,16.1
935,desenvolvimento,81.3,16.0
936,desenvolvimento,81.1,16.0
937,desenvolvimento,89.0,16.1
938,desenvolvimento,89.0,16.1
939,desenvolvimento,86.0,16.1
940,desenvolvimento,81.0,15.5
941,desenvolvimento,82.0,15.5
942,desenvolvimento,79.3,15.4
943,desenvolvimento,79.2,15.5
944,desenvolvimento,79.0,15.6
945,desenvolvimento,78.8,15.7
946,desenvolvimento,66.0,12.6
947,desenvolvimento,65.5,12.6
948,desenvolvimento,64.6,12.5
949,desenvolvimento,63.5,12.5
950,desenvolvimento,62.8,12.5
951,desenvolvimento,62.3,12.5
952,desenvolvimento,61.7,12.4
953,desenvolvimento,61.6,12.4
954,desenvolvimento,61.6,12.4
955,desenvolvimento,61.4,12.4
956,desenvolvimento,65.0,12.4
957,desenvolvimento,59.7,12.3
958,desenvolvimento,59.7,12.3
959,desenvolvimento,59.7,12.3
960,desenvolvimento,59.8,12.3
961,desenvolvimento,61.0,12.2
962,desenvolvimento,61.1,8.9
963,desenvolvimento,68.0,8.9
964,desenvolvimento,66.0,8.9
965,desenvolvimento,62.0,8.8
966,desenvolvimento,59.8,8.7
967,desenvolvimento,59.3,8.8
968,desenvolvimento,59.0,8.9
969,desenvolvimento,58.7,8.6
970,desenvolvimento,58.5,8.4
971,desenvolvimento,58.2,8.1
972,desenvolvimento,57.7,7.8
973,desenvolvimento,57.3,7.6
974,desenvolvimento,57.0,7.3
975,desenvolvimento,56.6,7.0
976,desenvolvimento,56.3,6.8
977,desenvolvimento,55.9,6.5
978,desenvolvimento,74.4,13.9
979,desenvolvimento,74.5,13.5
980,desenvolvimento,74.5,13.5
981,desenvolvimento,74.2,13.4
982,desenvolvimento,73.9,13.3
983,desenvolvimento,73.8,13.3
984,desenvolvimento,73.2,12.8
985,desenvolvimento,73.9,13.1
986,desenvolvimento,74.4,12.5
987,desenvolvimento,73.9,12.6
988,desenvolvimento,73.9,12.2
989,desenvolvimento,72.3,12.0
990,desenvolvimento,72.7,11.8
991,desenvolvimento,71.7,11.8
992,desenvolvimento,73.0,11.7
993,desenvolvimento,71.8,11.4
994,desenvolvido,81.0,17.1
995,desenvolvido,89.0,17.0
996,desenvolvido,86.0,16.9
997,desenvolvido,86.0,16.9
998,desenvolvido,85.0,16.8
999,desenvolvido,81.0,16.7
1000,desenvolvido,80.0,16.7
1001,desenvolvido,79.9,16.6
1002,desenvolvido,79.8,16.6
1003,desenvolvido,79.6,16.5
1004,desenvolvido,79.2,16.4
1005,desenvolvido,79.1,16.4
1006,desenvolvido,78.5,16.3
1007,desenvolvido,78.4,16.3
1008,desenvolvido,78.3,16.2
1009,desenvolvido,78.0,16.2
1010,desenvolvimento,62.4,11.4
1011,desenvolvimento,62.1,11.7
1012,desenvolvimento,61.9,11.5
1013,desenvolvimento,61.6,11.2
1014,desenvolvimento,61.2,10.9
1015,desenvolvimento,69.0,10.5
1016,desenvolvimento,66.0,10.4
1017,desenvolvimento,63.0,9.8
1018,desenvolvimento,59.9,9.1
1019,desenvolvimento,59.4,8.7
1020,desenvolvimento,58.9,8.1
1021,desenvolvimento,58.3,7.7
1022,desenvolvimento,57.9,7.9
1023,desenvolvimento,57.6,7.6
1024,desenvolvimento,57.4,8.0
1025,desenvolvimento,57.2,7.7
1026,desenvolvimento,81.0,17.2
1027,desenvolvimento,88.0,17.2
1028,desenvolvimento,86.0,17.1
1029,desenvolvimento,84.0,16.8
1030,desenvolvimento,85.0,16.7
1031,desenvolvimento,83.0,16.4
1032,desenvolvimento,80.0,16.2
1033,desenvolvimento,79.9,15.9
1034,desenvolvimento,79.4,16.4
1035,desenvolvimento,79.7,16.3
1036,desenvolvimento,79.3,15.6
1037,desenvolvimento,79.2,15.3
1038,desenvolvimento,79.1,15.2
1039,desenvolvimento,79.0,14.6
1040,desenvolvimento,78.7,14.2
1041,desenvolvimento,78.2,13.9
1042,desenvolvimento,73.6,15.8
1043,desenvolvimento,73.5,15.8
1044,desenvolvimento,73.3,15.8
1045,desenvolvimento,73.1,15.8
1046,desenvolvimento,72.9,15.8
1047,desenvolvimento,72.6,15.8
1048,desenvolvimento,72.4,15.6
1049,desenvolvimento,72.1,15.4
1050,desenvolvimento,71.9,15.3
1051,desenvolvimento,71.7,15.1
1052,desenvolvimento,71.5,14.9
1053,desenvolvimento,73.0,14.8
1054,desenvolvimento,71.1,14.6
1055,desenvolvimento,79.0,14.4
1056,desenvolvimento,77.0,14.3
1057,desenvolvimento,74.0,14.1
1058,desenvolvimento,71.9,10.7
1059,desenvolvimento,71.7,10.7
1060,desenvolvimento,71.4,10.7
1061,desenvolvimento,71.3,10.6
1062,desenvolvimento,71.1,10.5
1063,desenvolvimento,77.0,10.5
1064,desenvolvimento,76.0,10.4
1065,desenvolvimento,79.0,10.4
1066,desenvolvimento,75.0,10.1
1067,desenvolvimento,69.7,9.8
1068,desenvolvimento,69.2,9.6
1069,desenvolvimento,69.6,9.3
1070,desenvolvimento,69.4,9.0
1071,desenvolvimento,69.3,8.8
1072,desenvolvimento,68.4,8.5
1073,desenvolvimento,67.7,8.2
1074,desenvolvimento,59.0,8.8
1075,desenvolvimento,58.1,8.6
1076,desenvolvimento,58.8,8.5
1077,desenvolvimento,58.4,8.5
1078,desenvolvimento,58.1,8.4
1079,desenvolvimento,57.8,8.3
1080,desenvolvimento,57.3,8.1
1081,desenvolvimento,56.8,7.9
1082,desenvolvimento,56.4,7.6
1083,desenvolvimento,55.6,7.1
1084,desenvolvimento,54.7,6.6
1085,desenvolvimento,54.0,5.1
1086,desenvolvimento,53.3,5.9
1087,desenvolvimento,52.9,5.5
1088,desenvolvimento,52.5,5.1
1089,desenvolvimento,52.5,4.8
1090,desenvolvimento,58.9,9.2
1091,desenvolvimento,58.4,9.2
1092,desenvolvimento,58.1,9.1
1093,desenvolvimento,57.6,9.1
1094,desenvolvimento,57.1,9.0
1095,desenvolvimento,56.7,8.9
1096,desenvolvimento,56.3,8.9
1097,desenvolvimento,55.6,8.8
1098,desenvolvimento,55.0,8.8
1099,desenvolvimento,54.4,8.3
1100,desenvolvimento,53.9,8.0
1101,desenvolvimento,53.5,7.7
1102,desenvolvimento,53.0,7.4
1103,desenvolvimento,52.8,7.1
1104,desenvolvimento,52.5,6.7
1105,desenvolvimento,52.1,6.4
1106,desenvolvimento,66.2,10.3
1107,desenvolvimento,66.0,10.3
1108,desenvolvimento,65.9,10.3
1109,desenvolvimento,65.8,10.6
1110,desenvolvimento,65.6,10.3
1111,desenvolvimento,65.9,10.2
1112,desenvolvimento,66.1,10.5
1113,desenvolvimento,66.3,10.7
1114,desenvolvimento,65.7,11.2
1115,desenvolvimento,65.2,11.7
1116,desenvolvimento,65.0,11.4
1117,desenvolvimento,65.1,11.2
1118,desenvolvimento,65.3,11.1
1119,desenvolvimento,65.3,11.0
1120,desenvolvimento,65.4,10.9
1121,desenvolvimento,65.4,10.9
1122,desenvolvimento,63.5,9.1
1123,desenvolvimento,63.1,9.1
1124,desenvolvimento,62.7,9.1
1125,desenvolvimento,62.3,8.9
1126,desenvolvimento,62.3,8.7
1127,desenvolvimento,36.3,8.6
1128,desenvolvimento,62.5,8.5
1129,desenvolvimento,62.1,8.4
1130,desenvolvimento,61.8,8.4
1131,desenvolvimento,61.1,8.3
1132,desenvolvimento,65.0,8.2
1133,desenvolvimento,58.7,8.1
1134,desenvolvimento,59.7,8.1
1135,desenvolvimento,59.3,8.0
1136,desenvolvimento,58.9,7.9
1137,desenvolvimento,58.6,7.8
1138,desenvolvimento,74.6,11.2
1139,desenvolvimento,74.5,11.4
1140,desenvolvimento,74.3,11.6
1141,desenvolvimento,74.1,11.6
1142,desenvolvimento,73.9,11.7
1143,desenvolvimento,73.6,11.5
1144,desenvolvimento,73.4,11.3
1145,desenvolvimento,73.2,11.1
1146,desenvolvimento,73.0,10.9
1147,desenvolvimento,72.8,10.8
1148,desenvolvimento,72.5,10.6
1149,desenvolvimento,72.2,10.4
1150,desenvolvimento,71.9,10.3
1151,desenvolvimento,71.6,10.1
1152,desenvolvimento,71.3,9.9
1153,desenvolvimento,71.0,9.8
1154,desenvolvido,75.8,15.6
1155,desenvolvido,75.6,15.8
1156,desenvolvido,75.5,15.4
1157,desenvolvido,75.0,15.4
1158,desenvolvido,74.8,15.4
1159,desenvolvido,74.5,15.3
1160,desenvolvido,74.2,15.3
1161,desenvolvido,74.1,15.3
1162,desenvolvido,73.5,15.3
1163,desenvolvido,73.4,15.2
1164,desenvolvido,72.9,15.0
1165,desenvolvido,72.9,15.3
1166,desenvolvido,72.5,14.9
1167,desenvolvido,72.5,14.6
1168,desenvolvido,72.3,14.2
1169,desenvolvido,71.7,13.9
1170,desenvolvido,82.7,19.0
1171,desenvolvido,82.5,19.0
1172,desenvolvido,82.4,19.0
1173,desenvolvido,82.5,18.7
1174,desenvolvido,82.1,18.6
1175,desenvolvido,81.8,18.4
1176,desenvolvido,81.6,18.4
1177,desenvolvido,81.4,18.2
1178,desenvolvido,81.3,18.2
1179,desenvolvido,81.1,18.1
1180,desenvolvido,81.0,17.9
1181,desenvolvido,88.0,18.3
1182,desenvolvido,87.0,17.6
1183,desenvolvido,84.0,17.2
1184,desenvolvido,80.0,17.1
1185,desenvolvido,79.7,16.8
1186,desenvolvimento,68.3,11.6
1187,desenvolvimento,68.0,11.6
1188,desenvolvimento,67.6,11.5
1189,desenvolvimento,67.3,11.3
1190,desenvolvimento,66.8,10.8
1191,desenvolvimento,66.4,10.4
1192,desenvolvimento,66.0,10.5
1193,desenvolvimento,65.5,10.2
1194,desenvolvimento,65.2,9.9
1195,desenvolvimento,64.8,9.7
1196,desenvolvimento,64.4,9.4
1197,desenvolvimento,64.0,9.2
1198,desenvolvimento,63.7,8.6
1199,desenvolvimento,63.3,8.4
1200,desenvolvimento,62.9,8.3
1201,desenvolvimento,62.5,8.3
1202,desenvolvimento,69.1,12.9
1203,desenvolvimento,68.9,12.9
1204,desenvolvimento,68.7,12.9
1205,desenvolvimento,68.5,12.6
1206,desenvolvimento,68.3,12.3
1207,desenvolvimento,68.1,12.1
1208,desenvolvimento,67.9,11.7
1209,desenvolvimento,67.7,11.7
1210,desenvolvimento,67.5,11.0
1211,desenvolvimento,67.3,10.9
1212,desenvolvimento,67.2,11.1
1213,desenvolvimento,65.3,11.0
1214,desenvolvimento,66.9,10.8
1215,desenvolvimento,66.7,10.6
1216,desenvolvimento,66.5,10.6
1217,desenvolvimento,66.3,10.7
1218,desenvolvimento,75.5,14.8
1219,desenvolvimento,75.4,14.9
1220,desenvolvimento,75.3,15.0
1221,desenvolvimento,75.1,13.6
1222,desenvolvimento,74.7,13.1
1223,desenvolvimento,74.1,12.9
1224,desenvolvimento,73.3,12.8
1225,desenvolvimento,72.7,12.1
1226,desenvolvimento,72.4,11.8
1227,desenvolvimento,72.2,11.4
1228,desenvolvimento,72.0,11.4
1229,desenvolvimento,71.8,11.8
1230,desenvolvimento,75.0,11.8
1231,desenvolvimento,71.2,11.9
1232,desenvolvimento,78.0,11.6
1233,desenvolvimento,73.0,11.6
1234,desenvolvimento,68.9,10.1
1235,desenvolvimento,67.9,10.1
1236,desenvolvimento,69.5,10.3
1237,desenvolvimento,76.0,10.5
1238,desenvolvimento,77.0,10.4
1239,desenvolvimento,76.0,10.4
1240,desenvolvimento,74.0,10.3
1241,desenvolvimento,69.3,10.3
1242,desenvolvimento,65.9,10.2
1243,desenvolvimento,64.7,10.2
1244,desenvolvimento,66.8,10.1
1245,desenvolvimento,67.2,9.8
1246,desenvolvimento,66.5,9.4
1247,desenvolvimento,74.0,9.1
1248,desenvolvimento,72.0,8.7
1249,desenvolvimento,70.0,8.6
1250,desenvolvido,81.4,18.6
1251,desenvolvido,81.2,18.6
1252,desenvolvido,81.0,18.6
1253,desenvolvido,85.0,18.5
1254,desenvolvido,84.0,18.5
1255,desenvolvido,86.0,18.2
1256,desenvolvido,79.7,17.9
1257,desenvolvido,79.8,17.9
1258,desenvolvido,79.5,17.6
1259,desenvolvido,79.0,17.6
1260,desenvolvido,78.7,17.5
1261,desenvolvido,78.3,17.1
1262,desenvolvido,78.0,16.8
1263,desenvolvido,77.4,16.5
1264,desenvolvido,77.0,16.4
1265,desenvolvido,76.4,16.2
1266,desenvolvimento,82.5,16.0
1267,desenvolvimento,82.2,16.0
1268,desenvolvimento,82.1,15.9
1269,desenvolvimento,81.8,15.9
1270,desenvolvimento,81.8,15.8
1271,desenvolvimento,81.7,15.7
1272,desenvolvimento,81.5,15.6
1273,desenvolvimento,81.0,15.8
1274,desenvolvimento,84.0,15.7
1275,desenvolvimento,84.0,15.7
1276,desenvolvimento,80.0,15.8
1277,desenvolvimento,81.0,15.9
1278,desenvolvimento,79.7,16.0
1279,desenvolvimento,79.3,15.3
1280,desenvolvimento,79.3,15.1
1281,desenvolvimento,78.9,15.2
1282,desenvolvido,82.7,16.3
1283,desenvolvido,82.5,16.3
1284,desenvolvido,82.3,16.5
1285,desenvolvido,82.0,16.6
1286,desenvolvido,82.0,16.4
1287,desenvolvido,81.8,16.4
1288,desenvolvido,81.6,16.3
1289,desenvolvido,81.5,16.3
1290,desenvolvido,81.3,16.1
1291,desenvolvido,81.2,16.0
1292,desenvolvido,88.0,15.8
1293,desenvolvido,89.0,15.6
1294,desenvolvido,79.9,15.4
1295,desenvolvido,80.0,15.2
1296,desenvolvido,79.8,14.9
1297,desenvolvido,79.4,14.8
1298,desenvolvimento,76.2,12.8
1299,desenvolvimento,75.8,12.8
1300,desenvolvimento,75.6,12.8
1301,desenvolvimento,75.3,12.8
1302,desenvolvimento,75.2,12.8
1303,desenvolvimento,75.0,12.7
1304,desenvolvimento,74.7,12.7
1305,desenvolvimento,74.5,12.6
1306,desenvolvimento,74.2,12.5
1307,desenvolvimento,74.0,12.5
1308,desenvolvimento,73.5,12.4
1309,desenvolvimento,73.3,11.1
1310,desenvolvimento,73.1,11.9
1311,desenvolvimento,73.0,11.7
1312,desenvolvimento,72.7,10.9
1313,desenvolvimento,72.6,11.4
1314,desenvolvido,83.7,15.3
1315,desenvolvido,83.5,15.3
1316,desenvolvido,83.5,15.3
1317,desenvolvido,83.3,15.3
1318,desenvolvido,82.5,15.1
1319,desenvolvido,83.0,15.1
1320,desenvolvido,83.0,15.0
1321,desenvolvido,82.7,15.0
1322,desenvolvido,82.6,15.0
1323,desenvolvido,82.4,14.9
1324,desenvolvido,82.0,14.9
1325,desenvolvido,82.1,14.8
1326,desenvolvido,81.9,14.8
1327,desenvolvido,81.8,14.7
1328,desenvolvido,81.5,14.6
1329,desenvolvido,81.1,14.5
1330,desenvolvimento,74.1,13.1
1331,desenvolvimento,74.0,13.1
1332,desenvolvimento,73.9,13.1
1333,desenvolvimento,73.7,12.9
1334,desenvolvimento,73.6,13.1
1335,desenvolvimento,73.4,13.2
1336,desenvolvimento,73.3,13.6
1337,desenvolvimento,73.1,13.6
1338,desenvolvimento,73.0,13.6
1339,desenvolvimento,72.8,13.7
1340,desenvolvimento,72.4,13.8
1341,desenvolvimento,72.5,13.5
1342,desenvolvimento,72.3,13.2
1343,desenvolvimento,72.1,13.0
1344,desenvolvimento,71.9,12.7
1345,desenvolvimento,71.7,12.6
1346,desenvolvimento,72.0,15.0
1347,desenvolvimento,69.9,15.0
1348,desenvolvimento,69.5,15.0
1349,desenvolvimento,69.1,14.7
1350,desenvolvimento,68.5,14.4
1351,desenvolvimento,67.8,14.5
1352,desenvolvimento,67.8,14.6
1353,desenvolvimento,66.6,14.6
1354,desenvolvimento,65.3,14.7
1355,desenvolvimento,65.0,14.3
1356,desenvolvimento,64.6,13.9
1357,desenvolvimento,64.7,13.5
1358,desenvolvimento,64.4,13.1
1359,desenvolvimento,64.7,12.7
1360,desenvolvimento,64.4,12.3
1361,desenvolvimento,63.9,12.1
1362,desenvolvimento,63.4,11.1
1363,desenvolvimento,62.9,11.1
1364,desenvolvimento,62.6,11.1
1365,desenvolvimento,62.1,11.1
1366,desenvolvimento,61.2,11.1
1367,desenvolvimento,63.0,11.1
1368,desenvolvimento,59.1,10.7
1369,desenvolvimento,57.9,10.4
1370,desenvolvimento,56.8,10.1
1371,desenvolvimento,55.3,9.7
1372,desenvolvimento,54.1,9.6
1373,desenvolvimento,53.0,8.9
1374,desenvolvimento,52.4,8.2
1375,desenvolvimento,52.1,8.5
1376,desenvolvimento,51.9,8.4
1377,desenvolvimento,51.9,8.4
1378,desenvolvimento,66.3,11.9
1379,desenvolvimento,66.1,11.9
1380,desenvolvimento,65.8,11.9
1381,desenvolvimento,65.7,11.9
1382,desenvolvimento,65.5,11.9
1383,desenvolvimento,65.3,11.9
1384,desenvolvimento,65.2,11.9
1385,desenvolvimento,65.1,11.6
1386,desenvolvimento,65.0,11.8
1387,desenvolvimento,65.0,12.1
1388,desenvolvimento,64.9,12.2
1389,desenvolvimento,64.8,12.4
1390,desenvolvimento,64.7,11.6
1391,desenvolvimento,64.6,11.7
1392,desenvolvimento,64.3,10.4
1393,desenvolvimento,64.1,10.0
1394,desenvolvimento,74.7,13.3
1395,desenvolvimento,74.6,13.0
1396,desenvolvimento,74.5,13.1
1397,desenvolvimento,74.3,13.2
1398,desenvolvimento,74.2,13.4
1399,desenvolvimento,74.0,13.5
1400,desenvolvimento,73.9,13.6
1401,desenvolvimento,73.8,13.8
1402,desenvolvimento,73.7,13.9
1403,desenvolvimento,73.6,14.1
1404,desenvolvimento,73.6,14.2
1405,desenvolvimento,73.5,14.4
1406,desenvolvimento,73.4,14.1
1407,desenvolvimento,73.3,13.9
1408,desenvolvimento,73.2,14.0
1409,desenvolvimento,73.2,14.1
1410,desenvolvimento,71.1,13.0
1411,desenvolvimento,78.0,12.8
1412,desenvolvimento,77.0,12.5
1413,desenvolvimento,69.9,12.3
1414,desenvolvimento,69.4,12.1
1415,desenvolvimento,68.8,12.2
1416,desenvolvimento,68.5,12.4
1417,desenvolvimento,67.6,12.6
1418,desenvolvimento,67.2,12.6
1419,desenvolvimento,66.7,12.5
1420,desenvolvimento,66.9,12.4
1421,desenvolvimento,67.1,12.5
1422,desenvolvimento,66.6,12.2
1423,desenvolvimento,66.7,12.1
1424,desenvolvimento,67.2,11.8
1425,desenvolvimento,66.6,11.4
1426,desenvolvimento,65.7,10.8
1427,desenvolvimento,65.3,10.6
1428,desenvolvimento,64.9,10.4
1429,desenvolvimento,64.4,10.2
1430,desenvolvimento,64.0,9.9
1431,desenvolvimento,63.6,9.6
1432,desenvolvimento,63.1,9.4
1433,desenvolvimento,62.6,9.2
1434,desenvolvimento,62.1,9.0
1435,desenvolvimento,61.5,9.0
1436,desenvolvimento,61.0,8.7
1437,desenvolvimento,64.0,8.6
1438,desenvolvimento,59.8,8.3
1439,desenvolvimento,59.3,8.0
1440,desenvolvimento,58.7,8.0
1441,desenvolvimento,58.1,8.0
1442,desenvolvido,74.6,16.0
1443,desenvolvido,74.4,16.0
1444,desenvolvido,74.1,15.4
1445,desenvolvido,73.8,15.5
1446,desenvolvido,73.6,15.8
1447,desenvolvido,72.8,16.0
1448,desenvolvido,72.6,16.4
1449,desenvolvido,71.9,16.3
1450,desenvolvido,78.0,16.2
1451,desenvolvido,75.0,16.2
1452,desenvolvido,76.0,15.9
1453,desenvolvido,71.0,15.5
1454,desenvolvido,78.0,15.2
1455,desenvolvido,73.0,14.8
1456,desenvolvido,69.9,14.2
1457,desenvolvido,71.0,13.7
1458,desenvolvimento,74.9,13.3
1459,desenvolvimento,74.8,13.3
1460,desenvolvimento,74.9,13.3
1461,desenvolvimento,75.0,13.3
1462,desenvolvimento,75.0,13.2
1463,desenvolvimento,74.9,13.3
1464,desenvolvimento,74.7,13.2
1465,desenvolvimento,74.5,13.1
1466,desenvolvimento,74.4,12.9
1467,desenvolvimento,74.1,13.2
1468,desenvolvimento,73.9,13.7
1469,desenvolvimento,73.7,14.2
1470,desenvolvimento,73.5,14.8
1471,desenvolvimento,73.2,15.2
1472,desenvolvimento,73.0,15.0
1473,desenvolvimento,72.7,14.9
1474,desenvolvimento,53.7,10.7
1475,desenvolvimento,52.1,10.8
1476,desenvolvimento,52.1,11.1
1477,desenvolvimento,52.2,11.0
1478,desenvolvimento,52.3,11.0
1479,desenvolvimento,51.1,10.9
1480,desenvolvimento,49.4,10.8
1481,desenvolvimento,47.8,10.7
1482,desenvolvimento,46.2,10.6
1483,desenvolvimento,45.3,10.7
1484,desenvolvimento,44.5,10.7
1485,desenvolvimento,44.8,10.7
1486,desenvolvimento,45.5,10.5
1487,desenvolvimento,46.4,10.4
1488,desenvolvimento,47.8,10.3
1489,desenvolvimento,49.3,9.6
1490,desenvolvimento,61.4,9.9
1491,desenvolvimento,58.1,9.9
1492,desenvolvimento,61.1,9.8
1493,desenvolvimento,67.0,9.6
1494,desenvolvimento,62.0,9.5
1495,desenvolvimento,59.7,9.6
1496,desenvolvimento,59.2,9.7
1497,desenvolvimento,58.6,9.8
1498,desenvolvimento,57.9,9.9
1499,desenvolvimento,56.7,10.0
1500,desenvolvimento,55.3,10.1
1501,desenvolvimento,54.0,10.2
1502,desenvolvimento,50.0,10.3
1503,desenvolvimento,56.0,10.4
1504,desenvolvimento,51.5,10.5
1505,desenvolvimento,51.9,8.7
1506,desenvolvimento,72.7,13.4
1507,desenvolvimento,72.4,13.4
1508,desenvolvimento,72.9,13.4
1509,desenvolvimento,72.9,13.7
1510,desenvolvimento,71.3,14.0
1511,desenvolvimento,72.8,14.3
1512,desenvolvimento,72.7,14.6
1513,desenvolvimento,72.6,14.8
1514,desenvolvimento,72.5,15.1
1515,desenvolvimento,72.2,15.4
1516,desenvolvimento,71.9,15.7
1517,desenvolvimento,71.5,15.9
1518,desenvolvimento,71.3,16.0
1519,desenvolvimento,71.1,15.8
1520,desenvolvimento,71.0,15.7
1521,desenvolvimento,78.0,15.5
1522,desenvolvido,73.6,16.5
1523,desenvolvido,73.4,16.5
1524,desenvolvido,73.0,16.4
1525,desenvolvido,73.0,16.5
1526,desenvolvido,72.8,16.7
1527,desenvolvido,72.4,16.8
1528,desenvolvido,72.2,16.6
1529,desenvolvido,71.1,16.5
1530,desenvolvido,72.0,16.4
1531,desenvolvido,76.0,16.4
1532,desenvolvido,78.0,16.2
1533,desenvolvido,71.6,16.3
1534,desenvolvido,71.6,15.8
1535,desenvolvido,71.4,15.3
1536,desenvolvido,71.2,14.7
1537,desenvolvido,71.6,14.0
1538,desenvolvido,82.0,13.9
1539,desenvolvido,81.7,13.9
1540,desenvolvido,81.4,13.9
1541,desenvolvido,81.1,13.9
1542,desenvolvido,88.0,13.9
1543,desenvolvido,86.0,13.7
1544,desenvolvido,83.0,13.5
1545,desenvolvido,80.0,13.5
1546,desenvolvido,79.7,13.5
1547,desenvolvido,79.4,13.5
1548,desenvolvido,78.8,13.5
1549,desenvolvido,78.7,13.5
1550,desenvolvido,78.6,13.6
1551,desenvolvido,78.3,13.5
1552,desenvolvido,78.0,13.4
1553,desenvolvido,77.8,13.5
1554,desenvolvimento,65.5,10.3
1555,desenvolvimento,65.1,10.3
1556,desenvolvimento,64.7,10.3
1557,desenvolvimento,64.3,10.2
1558,desenvolvimento,63.8,10.2
1559,desenvolvimento,63.3,10.2
1560,desenvolvimento,62.8,9.7
1561,desenvolvimento,62.3,9.4
1562,desenvolvimento,61.9,9.1
1563,desenvolvimento,61.4,9.0
1564,desenvolvimento,69.0,8.9
1565,desenvolvimento,64.0,8.7
1566,desenvolvimento,59.9,8.5
1567,desenvolvimento,59.3,8.3
1568,desenvolvimento,58.7,8.2
1569,desenvolvimento,57.9,8.0
1570,desenvolvimento,58.3,10.8
1571,desenvolvimento,57.6,10.7
1572,desenvolvimento,56.7,10.7
1573,desenvolvimento,55.3,10.7
1574,desenvolvimento,54.1,10.6
1575,desenvolvimento,52.9,10.2
1576,desenvolvimento,51.5,9.9
1577,desenvolvimento,50.0,9.6
1578,desenvolvimento,48.5,9.7
1579,desenvolvimento,47.1,9.6
1580,desenvolvimento,46.0,9.7
1581,desenvolvimento,45.1,10.0
1582,desenvolvimento,44.6,10.3
1583,desenvolvimento,44.0,10.4
1584,desenvolvimento,43.5,10.1
1585,desenvolvimento,43.1,10.7
1586,desenvolvimento,75.0,13.1
1587,desenvolvimento,74.8,13.0
1588,desenvolvimento,74.6,12.9
1589,desenvolvimento,74.5,12.9
1590,desenvolvimento,74.3,13.0
1591,desenvolvimento,74.1,12.8
1592,desenvolvimento,74.0,12.6
1593,desenvolvimento,73.8,12.5
1594,desenvolvimento,73.7,12.3
1595,desenvolvimento,73.6,12.7
1596,desenvolvimento,73.4,12.9
1597,desenvolvimento,73.2,12.7
